Date,year,month,day,ozone,AOD,RD
150111,2015,1,11,274.0,0.041,9.47
150120,2015,1,20,256.489,0.072,10.5
150127,2015,1,27,267.267,0.165,9.99
150129,2015,1,29,262.889,0.196,10.32
150204,2015,2,4,259.424,0.072,9.4
150713,2015,7,13,297.478,0.567,9.58
150806,2015,8,6,280.9,0.196,9.76
150807,2015,8,7,294.456,0.32,9.6
150808,2015,8,8,301.567,0.32,10.34
150809,2015,8,9,289.411,0.196,10.49
150810,2015,8,10,284.181,0.258,10.92
150811,2015,8,11,284.767,0.134,10.82
150812,2015,8,12,293.078,0.134,9.19
150813,2015,8,13,283.867,0.134,9.3
151025,2015,10,25,260.191,0.992,10.67
151026,2015,10,26,258.044,1.0,11.16
151102,2015,11,2,256.978,0.938,9.83
160116,2016,1,16,285.522,0.984,10.62
160128,2016,1,28,278.367,0.938,10.9
160204,2016,2,4,259.424,1.0,11.08
160223,2016,2,23,259.424,0.907,10.11
160702,2016,7,2,287.236,0.018,9.06
160708,2016,7,8,292.267,0.041,9.45
160709,2016,7,9,287.0,0.072,9.87
160909,2016,9,9,276.689,0.012,9.08
161016,2016,10,16,241.7,0.026,9.21
161018,2016,10,18,260.191,0.014,9.04
161031,2016,10,31,260.191,0.026,9.12
161117,2016,11,17,265.067,0.134,10.32
161216,2016,12,16,253.601,0.041,9.7
161220,2016,12,20,253.601,0.134,9.01
161221,2016,12,21,253.601,0.196,9.95
170103,2017,1,3,255.023,0.072,9.32
170105,2017,1,5,248.756,0.227,10.0
170108,2017,1,8,255.023,0.041,9.38
170109,2017,1,9,259.6,0.041,10.18
170111,2017,1,11,259.633,0.072,9.4
170112,2017,1,12,255.023,0.134,10.6
170210,2017,2,10,243.333,0.014,9.04
170226,2017,2,26,247.2,0.041,9.28
170519,2017,5,19,287.1,0.196,9.73
170815,2017,8,15,284.181,0.072,9.63
170816,2017,8,16,286.867,0.072,9.2
171103,2017,11,3,254.882,0.196,9.16
171106,2017,11,6,254.882,0.026,9.4
171115,2017,11,15,254.882,0.072,9.35
171204,2017,12,4,259.267,0.196,10.6
180108,2018,1,8,255.023,0.072,9.84
180110,2018,1,10,249.556,0.072,9.13
180114,2018,1,14,306.767,0.072,10.49
180120,2018,1,20,255.023,0.134,10.74
180216,2018,2,16,259.424,0.134,9.66
180302,2018,3,2,273.379,0.072,10.01
180417,2018,4,17,265.811,0.134,9.62
180418,2018,4,18,285.2,0.382,9.41
180501,2018,5,1,291.267,0.041,9.09
180516,2018,5,16,287.812,0.026,9.24
180518,2018,5,18,292.011,0.041,9.38
180529,2018,5,29,279.433,0.072,10.14
180530,2018,5,30,287.812,0.196,10.33
180601,2018,6,1,277.111,0.505,10.73
180602,2018,6,2,291.667,0.072,9.7
180603,2018,6,3,289.289,0.134,9.04
180604,2018,6,4,281.411,0.018,9.0
180703,2018,7,3,302.1,0.134,9.87
180716,2018,7,16,304.144,0.196,9.69
180717,2018,7,17,287.236,0.014,9.07
180720,2018,7,20,291.4,0.072,10.22
180721,2018,7,21,292.911,0.041,9.57
180722,2018,7,22,297.656,0.041,9.47
180729,2018,7,29,286.922,0.072,10.24
180810,2018,8,10,295.467,0.026,9.05
180816,2018,8,16,317.65,0.026,9.22
180817,2018,8,17,296.222,0.018,9.1
180818,2018,8,18,284.181,0.041,9.6
180828,2018,8,28,287.067,0.026,9.12
181028,2018,10,28,260.191,0.041,9.83
181029,2018,10,29,256.0,0.072,10.71
181030,2018,10,30,260.191,0.041,9.93
181103,2018,11,3,272.611,0.072,9.38
181106,2018,11,6,254.882,0.072,9.37
181201,2018,12,1,253.601,0.026,9.18
181227,2018,12,27,253.601,0.072,10.49
190121,2019,1,21,255.023,0.026,9.19
190122,2019,1,22,245.889,0.444,9.59
190124,2019,1,24,258.456,0.072,9.82
190129,2019,1,29,258.578,0.041,9.93
190207,2019,2,7,250.422,0.382,9.14
190213,2019,2,13,259.424,0.072,9.79
190220,2019,2,20,246.233,0.072,10.11
190224,2019,2,24,259.424,0.134,9.95
190227,2019,2,27,238.9,0.32,9.81
190302,2019,3,2,245.2,0.629,9.78
190411,2019,4,11,262.889,0.382,9.66
190413,2019,4,13,307.5,0.041,9.49
190414,2019,4,14,278.056,0.134,10.17
190418,2019,4,18,275.2,0.072,9.82
190419,2019,4,19,283.622,0.072,9.81
190420,2019,4,20,273.0,0.196,10.0
190421,2019,4,21,276.933,0.444,9.92
190425,2019,4,25,278.989,0.018,9.07
190427,2019,4,27,271.844,0.382,10.43
190428,2019,4,28,276.389,0.382,10.43
190501,2019,5,1,287.812,0.32,10.12
190508,2019,5,8,287.812,0.072,9.45
190518,2019,5,18,274.367,0.196,10.18
190519,2019,5,19,272.967,0.567,10.67
190520,2019,5,20,285.667,0.629,9.17
190522,2019,5,22,285.522,0.567,10.66
190529,2019,5,29,267.722,0.444,10.4
190606,2019,6,6,277.411,0.072,9.7
190607,2019,6,7,272.711,0.134,9.04
190706,2019,7,6,287.236,0.072,9.06
190708,2019,7,8,302.356,0.134,9.2
190709,2019,7,9,289.978,0.041,9.57
190710,2019,7,10,285.667,0.072,9.05
190719,2019,7,19,299.622,0.072,10.22
190720,2019,7,20,287.236,0.134,9.09
190721,2019,7,21,290.4,0.072,9.07
190728,2019,7,28,283.633,0.072,10.11
190730,2019,7,30,275.333,0.196,9.96
190731,2019,7,31,284.878,0.072,10.36
190801,2019,8,1,280.5,0.134,9.01
190808,2019,8,8,278.133,0.134,10.55
190809,2019,8,9,287.0,0.072,9.59
190810,2019,8,10,285.889,0.134,9.74
190811,2019,8,11,279.5,0.134,9.64
190812,2019,8,12,284.181,0.196,10.28
190813,2019,8,13,284.333,0.134,10.23
190814,2019,8,14,281.078,0.258,9.48
190815,2019,8,15,281.689,0.32,10.14
190816,2019,8,16,288.133,0.196,10.2
190817,2019,8,17,285.089,0.196,10.57
190818,2019,8,18,295.167,0.258,10.39
190819,2019,8,19,333.467,0.382,10.28
190826,2019,8,26,276.911,0.072,9.08
190829,2019,8,29,276.333,0.134,10.7
