Date,year,month,day,ozone,AOD,RD
150111,2015,1,11,274.0,0.026,9.47
150120,2015,1,20,256.489,0.072,9.34
150127,2015,1,27,267.267,0.103,10.44
150129,2015,1,29,262.889,0.134,10.32
150204,2015,2,4,259.424,0.041,9.81
150209,2015,2,9,279.533,0.876,10.16
150210,2015,2,10,282.378,0.845,9.7
150218,2015,2,18,259.424,0.752,9.06
150221,2015,2,21,281.867,0.969,10.08
150516,2015,5,16,316.622,0.938,10.07
150525,2015,5,25,313.1,0.938,9.74
150713,2015,7,13,297.478,0.382,9.7
150723,2015,7,23,297.667,0.876,10.16
150724,2015,7,24,299.656,0.938,9.66
150727,2015,7,27,287.236,0.876,9.07
150728,2015,7,28,283.3,0.938,9.18
150806,2015,8,6,280.9,0.134,9.65
150807,2015,8,7,294.456,0.196,10.39
150808,2015,8,8,301.567,0.227,9.79
150809,2015,8,9,289.411,0.134,10.4
150810,2015,8,10,284.181,0.196,9.91
150811,2015,8,11,284.767,0.134,9.2
150812,2015,8,12,293.078,0.072,9.83
150813,2015,8,13,283.867,0.072,9.94
151025,2015,10,25,260.191,0.691,10.15
151026,2015,10,26,258.044,0.691,10.98
151027,2015,10,27,260.191,0.984,10.84
151028,2015,10,28,252.767,0.845,10.47
151102,2015,11,2,256.978,0.629,10.9
160116,2016,1,16,285.522,0.691,9.99
160128,2016,1,28,278.367,0.66,9.97
160201,2016,2,1,252.978,0.722,10.25
160204,2016,2,4,259.424,0.691,10.91
160218,2016,2,18,259.424,0.876,10.38
160223,2016,2,23,259.424,0.629,9.93
160225,2016,2,25,259.424,0.752,9.74
160425,2016,4,25,292.233,0.814,9.59
160426,2016,4,26,294.422,0.907,10.03
160427,2016,4,27,290.533,0.752,10.8
160428,2016,4,28,282.3,0.876,10.97
160506,2016,5,6,287.7,0.752,10.87
160510,2016,5,10,287.812,0.938,10.43
160524,2016,5,24,287.812,0.969,10.72
