Dates,Hours,CENTRO,NORESTE,NORESTE2,NOROESTE,NOROESTE2,NORTE,NORTE2,SUR,SURESTE,SURESTE2,SURESTE3,SUROESTE,SUROESTE2
2015-10-08,13,46.0,50.0,20.0,18.0,41.0,36.0,,,28.0,43.0,,61.0,45.0
2015-10-09,13,29.0,29.0,6.0,56.0,,26.0,,,17.0,54.0,,26.0,36.0
2015-10-10,13,40.0,35.0,22.0,36.0,14.0,24.0,,,33.0,46.0,,49.0,55.0
2015-10-11,13,34.0,34.0,30.0,40.0,26.0,72.0,,,,54.0,,34.0,
2015-10-12,13,52.0,91.0,56.0,31.0,53.0,47.0,,,,115.0,,51.0,59.0
2015-10-13,13,,,47.0,25.0,8.0,56.0,,,,50.0,,79.0,81.0
2015-10-14,13,35.0,57.0,44.0,9.0,21.0,54.0,,,21.0,50.0,,46.0,33.0
2015-10-15,13,72.0,53.0,46.0,,7.0,43.0,,,43.0,47.0,,104.0,68.0
2015-10-16,13,53.0,52.0,43.0,41.0,40.0,,,,45.0,63.0,,73.0,52.0
2015-10-17,13,37.0,55.0,63.0,47.0,,42.0,,,24.0,54.0,,32.0,10.0
2015-10-18,13,43.0,45.0,26.0,36.0,,40.0,,,38.0,68.0,,54.0,16.0
2015-10-19,13,39.0,60.0,56.0,32.0,18.0,60.0,,,39.0,53.0,,44.0,57.0
2015-10-20,13,38.0,42.0,41.0,39.0,7.0,36.0,,,30.0,59.0,,63.0,54.0
2015-10-21,13,45.0,72.0,50.0,44.0,,97.0,,,40.0,165.0,,60.0,56.0
2015-10-22,13,29.0,25.0,21.0,23.0,,36.0,,,27.0,53.0,,67.0,68.0
2015-10-23,13,80.0,47.0,18.0,46.0,7.0,51.0,,,29.0,27.0,,55.0,67.0
2015-10-24,13,,42.0,16.0,,69.0,22.0,,,24.0,33.0,,36.0,47.0
2015-10-25,13,,21.0,19.0,18.0,10.0,27.0,,,17.0,33.0,,7.0,12.0
2015-10-26,13,52.0,33.0,29.0,24.0,14.0,26.0,,,35.0,59.0,,,73.0
2015-10-27,13,131.0,94.0,80.0,95.0,39.0,142.0,,,40.0,76.0,,133.0,194.0
2015-10-28,13,95.0,62.0,71.0,41.0,5.0,71.0,,,46.0,101.0,,,102.0
2015-10-29,13,79.0,63.0,75.0,76.0,68.0,173.0,,,33.0,60.0,,79.0,100.0
2015-10-30,13,125.0,168.0,24.0,81.0,,,,,86.0,64.0,,98.0,146.0
2015-10-31,13,41.0,37.0,33.0,19.0,51.0,32.0,,,24.0,52.0,,40.0,60.0
2015-11-01,13,19.0,35.0,13.0,25.0,,35.0,,,22.0,44.0,,39.0,40.0
2015-11-02,13,39.0,64.0,63.0,38.0,18.0,72.0,,,21.0,83.0,,22.0,42.0
2015-11-03,13,91.0,77.0,60.0,54.0,24.0,59.0,,,57.0,50.0,,126.0,124.0
2015-11-04,13,118.0,131.0,44.0,81.0,61.0,77.0,,,70.0,76.0,,126.0,143.0
2015-11-05,13,75.0,72.0,,71.0,30.0,71.0,,,50.0,41.0,,95.0,117.0
2015-11-06,13,51.0,74.0,55.0,47.0,28.0,70.0,,,55.0,74.0,,61.0,84.0
2015-11-07,13,85.0,60.0,15.0,47.0,11.0,40.0,,,51.0,33.0,,,226.0
2015-11-08,13,45.0,28.0,8.0,23.0,8.0,18.0,,,20.0,20.0,,33.0,44.0
2015-11-09,13,65.0,52.0,45.0,62.0,6.0,80.0,,,27.0,30.0,,,108.0
2015-11-10,13,106.0,89.0,42.0,59.0,43.0,76.0,,,75.0,64.0,,,90.0
2015-11-11,13,154.0,190.0,92.0,100.0,101.0,186.0,,,119.0,123.0,,,149.0
2015-11-12,13,57.0,45.0,40.0,34.0,48.0,59.0,,,90.0,45.0,,77.0,75.0
2015-11-13,13,62.0,44.0,21.0,23.0,54.0,40.0,,,40.0,39.0,,65.0,80.0
2015-11-14,13,61.0,30.0,25.0,29.0,9.0,21.0,,,38.0,36.0,,30.0,
2015-11-15,13,50.0,18.0,54.0,67.0,,18.0,,,22.0,28.0,,37.0,
2015-11-16,13,89.0,69.0,58.0,56.0,15.0,,,,70.0,53.0,,48.0,
2015-11-17,13,98.0,66.0,34.0,62.0,8.0,74.0,,,63.0,77.0,,117.0,
2015-11-18,13,78.0,61.0,49.0,52.0,71.0,76.0,,,49.0,61.0,,149.0,143.0
2015-11-19,13,131.0,65.0,45.0,46.0,18.0,71.0,,,57.0,63.0,,96.0,127.0
2015-11-20,13,106.0,58.0,,94.0,59.0,71.0,,,82.0,37.0,,93.0,
2015-11-21,13,77.0,52.0,37.0,55.0,107.0,65.0,,,42.0,81.0,,75.0,
2015-11-22,13,40.0,46.0,23.0,42.0,33.0,51.0,,,16.0,45.0,,36.0,
2015-11-23,13,29.0,42.0,40.0,28.0,31.0,43.0,,,16.0,44.0,,42.0,66.0
2015-11-24,13,76.0,65.0,,51.0,46.0,69.0,,,23.0,69.0,,,147.0
2015-11-25,13,116.0,79.0,48.0,68.0,52.0,76.0,,,,54.0,,128.0,126.0
2015-11-26,13,54.0,51.0,54.0,44.0,41.0,57.0,,,29.0,60.0,,78.0,84.0
2015-11-27,13,126.0,81.0,49.0,62.0,133.0,89.0,,,80.0,65.0,,107.0,112.0
2015-11-28,13,53.0,23.0,9.0,35.0,18.0,17.0,,,23.0,13.0,,50.0,39.0
2015-11-29,13,86.0,31.0,15.0,34.0,,173.0,,,30.0,12.0,,63.0,53.0
2015-11-30,13,140.0,83.0,51.0,53.0,41.0,,,,108.0,64.0,,127.0,114.0
2015-12-01,13,126.0,77.0,18.0,86.0,50.0,68.0,,,86.0,73.0,,154.0,172.0
2015-12-02,13,93.0,43.0,40.0,58.0,35.0,50.0,,,45.0,58.0,,134.0,134.0
2015-12-03,13,47.0,56.0,34.0,33.0,38.0,66.0,,,33.0,33.0,,83.0,73.0
2015-12-04,13,28.0,50.0,62.0,28.0,47.0,39.0,,,18.0,46.0,,83.0,230.0
2015-12-05,13,52.0,,53.0,27.0,33.0,61.0,,,24.0,38.0,,,94.0
2015-12-06,13,50.0,,30.0,63.0,36.0,42.0,,,40.0,44.0,,,263.0
2015-12-07,13,65.0,83.0,74.0,72.0,46.0,124.0,,,38.0,65.0,,81.0,77.0
2015-12-08,13,192.0,162.0,92.0,91.0,55.0,198.0,,,116.0,119.0,,143.0,150.0
2015-12-09,13,90.0,120.0,53.0,69.0,13.0,65.0,,,55.0,154.0,,40.0,67.0
2015-12-10,13,96.0,115.0,57.0,66.0,61.0,81.0,,,54.0,111.0,,91.0,161.0
2015-12-11,13,89.0,243.0,165.0,73.0,28.0,,,,78.0,103.0,,67.0,58.0
2015-12-12,13,81.0,88.0,118.0,63.0,40.0,,,,103.0,60.0,,87.0,137.0
2015-12-13,13,82.0,84.0,40.0,55.0,88.0,70.0,,,82.0,82.0,,171.0,106.0
2015-12-14,13,57.0,88.0,58.0,48.0,44.0,105.0,,,46.0,92.0,,54.0,89.0
2015-12-15,13,82.0,78.0,72.0,75.0,27.0,47.0,,,,94.0,,46.0,45.0
2015-12-16,13,55.0,40.0,30.0,45.0,21.0,76.0,,,33.0,64.0,,79.0,96.0
2015-12-17,13,72.0,78.0,53.0,57.0,26.0,100.0,,,75.0,62.0,,61.0,74.0
2015-12-18,13,67.0,63.0,57.0,41.0,52.0,60.0,,,63.0,59.0,,71.0,128.0
2015-12-19,13,43.0,67.0,62.0,52.0,43.0,63.0,,,41.0,59.0,,,82.0
2015-12-20,13,71.0,,36.0,,57.0,,,,82.0,57.0,,,99.0
2015-12-21,13,94.0,,174.0,124.0,39.0,,,,144.0,132.0,,143.0,169.0
2015-12-22,13,199.0,121.0,68.0,123.0,19.0,147.0,,,229.0,115.0,,,
2015-12-23,13,33.0,121.0,68.0,95.0,34.0,98.0,,,26.0,,,46.0,50.0
2015-12-24,13,65.0,115.0,51.0,49.0,16.0,61.0,,,99.0,90.0,,97.0,93.0
2015-12-25,13,38.0,63.0,45.0,50.0,13.0,76.0,,,35.0,61.0,,28.0,55.0
2015-12-26,13,119.0,100.0,79.0,112.0,44.0,102.0,,,116.0,94.0,,100.0,119.0
2015-12-27,13,212.0,217.0,84.0,120.0,273.0,98.0,,,237.0,216.0,,255.0,245.0
2015-12-28,13,74.0,86.0,48.0,56.0,23.0,61.0,,,66.0,52.0,,88.0,95.0
2015-12-29,13,108.0,76.0,50.0,64.0,38.0,75.0,,,62.0,48.0,,112.0,115.0
2015-12-30,13,92.0,143.0,24.0,56.0,8.0,49.0,,,58.0,46.0,,109.0,130.0
2015-12-31,13,41.0,72.0,19.0,42.0,,30.0,,,26.0,27.0,,31.0,30.0
2016-01-01,13,20.0,28.0,11.0,29.0,14.0,8.0,,,,11.0,,15.0,14.0
2016-01-02,13,18.0,14.0,20.0,21.0,20.0,16.0,,,7.0,10.0,,26.0,31.0
2016-01-03,13,30.0,18.0,17.0,34.0,,14.0,,,13.0,24.0,,,55.0
2016-01-04,13,62.0,50.0,31.0,47.0,5.0,39.0,,,75.0,43.0,,22.0,32.0
2016-01-05,13,32.0,50.0,38.0,42.0,,43.0,,,36.0,36.0,,25.0,23.0
2016-01-06,13,136.0,103.0,34.0,111.0,11.0,86.0,,,74.0,45.0,,75.0,106.0
2016-01-07,13,30.0,45.0,81.0,90.0,5.0,40.0,,,61.0,92.0,,56.0,93.0
2016-01-08,13,75.0,91.0,25.0,71.0,11.0,88.0,,,62.0,65.0,,96.0,133.0
2016-01-09,13,34.0,42.0,37.0,50.0,29.0,49.0,,,28.0,47.0,,96.0,66.0
2016-01-10,13,33.0,37.0,25.0,30.0,24.0,23.0,,,18.0,31.0,,,67.0
2016-01-11,13,73.0,69.0,52.0,53.0,21.0,40.0,,,44.0,42.0,,69.0,80.0
2016-01-12,13,63.0,34.0,20.0,53.0,10.0,53.0,,,47.0,53.0,,98.0,116.0
2016-01-13,13,118.0,62.0,48.0,77.0,18.0,70.0,,,56.0,33.0,,105.0,111.0
2016-01-14,13,116.0,184.0,68.0,78.0,28.0,113.0,,,93.0,74.0,,106.0,102.0
2016-01-15,13,66.0,43.0,60.0,52.0,21.0,33.0,,,35.0,72.0,,42.0,73.0
2016-01-16,13,69.0,144.0,150.0,385.0,103.0,114.0,,,102.0,193.0,,118.0,172.0
2016-01-17,13,22.0,31.0,23.0,27.0,12.0,32.0,,,17.0,28.0,,20.0,50.0
2016-01-18,13,137.0,140.0,73.0,76.0,53.0,76.0,,,107.0,69.0,,72.0,130.0
2016-01-19,13,99.0,70.0,54.0,78.0,13.0,68.0,,,79.0,114.0,,107.0,118.0
2016-01-20,13,77.0,78.0,40.0,66.0,36.0,52.0,,,82.0,50.0,,93.0,122.0
2016-01-21,13,171.0,255.0,172.0,128.0,40.0,144.0,,,247.0,552.0,,303.0,247.0
2016-01-22,13,102.0,88.0,73.0,38.0,24.0,95.0,,,61.0,74.0,,65.0,
2016-01-23,13,35.0,36.0,12.0,43.0,,46.0,,,25.0,46.0,,58.0,75.0
2016-01-24,13,101.0,70.0,76.0,78.0,,78.0,,,98.0,62.0,,75.0,106.0
2016-01-25,13,52.0,,55.0,50.0,39.0,58.0,,,43.0,119.0,,116.0,169.0
2016-01-26,13,56.0,,60.0,52.0,76.0,63.0,,,36.0,86.0,,,86.0
2016-01-27,13,24.0,35.0,5.0,18.0,,10.0,,,13.0,9.0,,31.0,24.0
2016-01-28,13,33.0,41.0,27.0,32.0,43.0,164.0,,,25.0,61.0,,51.0,56.0
2016-01-29,13,104.0,95.0,69.0,87.0,42.0,92.0,,,70.0,68.0,,49.0,61.0
2016-01-30,13,164.0,172.0,103.0,89.0,59.0,88.0,,,119.0,164.0,,33.0,93.0
2016-01-31,13,46.0,65.0,45.0,96.0,253.0,40.0,,,76.0,70.0,,113.0,151.0
2016-02-01,13,75.0,73.0,41.0,55.0,51.0,45.0,,,120.0,67.0,,72.0,45.0
2016-02-02,13,75.0,82.0,50.0,46.0,68.0,72.0,,,55.0,75.0,,49.0,76.0
2016-02-03,13,52.0,42.0,27.0,40.0,73.0,44.0,,,36.0,97.0,,52.0,75.0
2016-02-04,13,29.0,53.0,34.0,40.0,59.0,39.0,,,28.0,25.0,,17.0,59.0
2016-02-05,13,45.0,69.0,36.0,45.0,69.0,44.0,,,25.0,34.0,,46.0,101.0
2016-02-06,13,48.0,46.0,23.0,38.0,40.0,60.0,,,35.0,40.0,,40.0,60.0
2016-02-07,13,105.0,85.0,68.0,60.0,70.0,138.0,,,47.0,47.0,,78.0,83.0
2016-02-08,13,96.0,68.0,40.0,53.0,157.0,69.0,,,63.0,100.0,,109.0,145.0
2016-02-09,13,72.0,75.0,48.0,60.0,131.0,84.0,,,73.0,49.0,,91.0,144.0
2016-02-10,13,81.0,77.0,41.0,52.0,77.0,55.0,,,74.0,49.0,,66.0,111.0
2016-02-11,13,137.0,122.0,66.0,82.0,76.0,95.0,,,96.0,72.0,,96.0,151.0
2016-02-12,13,97.0,68.0,53.0,71.0,54.0,191.0,,,94.0,83.0,,57.0,80.0
2016-02-13,13,138.0,122.0,45.0,74.0,107.0,97.0,,,113.0,66.0,,131.0,201.0
2016-02-14,13,97.0,86.0,60.0,100.0,65.0,78.0,,,98.0,81.0,,74.0,99.0
2016-02-15,13,122.0,114.0,87.0,76.0,121.0,154.0,,,112.0,113.0,,138.0,127.0
2016-02-16,13,85.0,110.0,66.0,46.0,62.0,157.0,,,67.0,83.0,,83.0,101.0
2016-02-17,13,99.0,94.0,37.0,71.0,152.0,77.0,,,104.0,78.0,,110.0,144.0
2016-02-18,13,57.0,78.0,36.0,69.0,132.0,100.0,,,46.0,58.0,,59.0,80.0
2016-02-19,13,173.0,102.0,45.0,123.0,97.0,138.0,,,135.0,125.0,,160.0,205.0
2016-02-20,13,133.0,118.0,57.0,309.0,146.0,113.0,,,100.0,65.0,,134.0,158.0
2016-02-21,13,68.0,63.0,,190.0,59.0,75.0,,,58.0,38.0,,118.0,100.0
2016-02-22,13,63.0,49.0,12.0,106.0,62.0,52.0,,,40.0,47.0,,67.0,76.0
2016-02-23,13,122.0,182.0,95.0,239.0,,259.0,,,169.0,76.0,,678.0,660.0
2016-02-24,13,30.0,42.0,19.0,41.0,39.0,48.0,,,35.0,31.0,,42.0,49.0
2016-02-25,13,46.0,74.0,43.0,47.0,135.0,72.0,,,47.0,39.0,,65.0,84.0
2016-02-26,13,42.0,50.0,41.0,51.0,77.0,61.0,,,29.0,32.0,,57.0,
2016-02-27,13,41.0,71.0,30.0,65.0,80.0,56.0,,,,39.0,,37.0,68.0
2016-02-28,13,83.0,62.0,50.0,98.0,102.0,91.0,,,27.0,50.0,,64.0,103.0
2016-02-29,13,77.0,74.0,38.0,41.0,104.0,49.0,,,64.0,56.0,,71.0,90.0
2016-03-01,13,90.0,69.0,26.0,59.0,48.0,59.0,,,64.0,70.0,,94.0,117.0
2016-03-02,13,68.0,81.0,66.0,74.0,102.0,89.0,,,54.0,66.0,,65.0,92.0
2016-03-03,13,38.0,66.0,38.0,54.0,49.0,52.0,,,53.0,85.0,,71.0,90.0
2016-03-04,13,53.0,70.0,56.0,61.0,96.0,58.0,,,35.0,69.0,,64.0,69.0
2016-03-05,13,108.0,95.0,21.0,80.0,161.0,63.0,,,75.0,67.0,,105.0,129.0
2016-03-06,13,54.0,54.0,,48.0,80.0,52.0,,,40.0,46.0,,53.0,60.0
2016-03-07,13,92.0,77.0,8.0,,141.0,88.0,,,54.0,62.0,,111.0,126.0
2016-03-08,13,66.0,111.0,46.0,93.0,167.0,97.0,,,65.0,60.0,,77.0,92.0
2016-03-09,13,40.0,59.0,50.0,45.0,28.0,42.0,,,30.0,67.0,,86.0,96.0
2016-03-10,13,27.0,19.0,,23.0,,12.0,,,12.0,39.0,,22.0,36.0
2016-03-11,13,28.0,37.0,31.0,39.0,34.0,32.0,,,32.0,40.0,,54.0,47.0
2016-03-12,13,96.0,77.0,37.0,75.0,64.0,88.0,,,75.0,61.0,,64.0,83.0
2016-03-13,13,38.0,48.0,15.0,49.0,42.0,30.0,,,31.0,67.0,,55.0,95.0
2016-03-14,13,57.0,76.0,58.0,71.0,24.0,66.0,,,31.0,63.0,,50.0,97.0
2016-03-15,13,59.0,104.0,54.0,70.0,61.0,74.0,,,54.0,150.0,,65.0,167.0
2016-03-16,13,90.0,83.0,65.0,70.0,74.0,69.0,,,54.0,65.0,,91.0,105.0
2016-03-17,13,164.0,123.0,36.0,132.0,89.0,113.0,,,113.0,104.0,,142.0,173.0
2016-03-18,13,78.0,84.0,69.0,76.0,119.0,65.0,,,96.0,86.0,,112.0,108.0
2016-03-19,13,47.0,42.0,60.0,56.0,70.0,29.0,,,18.0,46.0,,46.0,54.0
2016-03-20,13,,27.0,18.0,23.0,,16.0,,,15.0,31.0,,23.0,27.0
2016-03-21,13,34.0,42.0,37.0,35.0,99.0,35.0,,,32.0,35.0,,28.0,42.0
2016-03-22,13,124.0,107.0,59.0,105.0,92.0,114.0,,,108.0,91.0,,108.0,153.0
2016-03-23,13,39.0,35.0,59.0,47.0,108.0,24.0,,,97.0,142.0,,52.0,58.0
2016-03-24,13,76.0,,61.0,56.0,103.0,62.0,,,70.0,70.0,,93.0,108.0
2016-03-25,13,34.0,39.0,28.0,41.0,,34.0,,,47.0,49.0,,31.0,52.0
2016-03-26,13,80.0,62.0,48.0,69.0,76.0,65.0,,,64.0,65.0,,97.0,103.0
2016-03-27,13,62.0,60.0,39.0,66.0,,66.0,,,60.0,76.0,,122.0,102.0
2016-03-28,13,39.0,30.0,45.0,23.0,9.0,27.0,,,9.0,22.0,,38.0,30.0
2016-03-29,13,52.0,53.0,52.0,71.0,88.0,48.0,,,24.0,38.0,,97.0,95.0
2016-03-30,13,155.0,126.0,74.0,112.0,62.0,79.0,,,111.0,78.0,,116.0,124.0
2016-03-31,13,58.0,98.0,56.0,70.0,176.0,56.0,,,62.0,40.0,,,92.0
2016-04-01,13,107.0,86.0,37.0,129.0,299.0,169.0,,,67.0,87.0,,163.0,162.0
2016-04-02,13,41.0,50.0,28.0,35.0,71.0,27.0,,,38.0,28.0,,33.0,61.0
2016-04-03,13,29.0,31.0,18.0,27.0,49.0,26.0,,,21.0,18.0,,26.0,43.0
2016-04-04,13,70.0,69.0,23.0,48.0,114.0,54.0,,,82.0,68.0,,65.0,116.0
2016-04-05,13,56.0,66.0,38.0,70.0,127.0,74.0,,,107.0,53.0,,60.0,103.0
2016-04-06,13,119.0,134.0,90.0,132.0,101.0,121.0,,,113.0,122.0,,128.0,144.0
2016-04-07,13,63.0,83.0,30.0,82.0,94.0,67.0,,,44.0,54.0,,52.0,87.0
2016-04-08,13,77.0,71.0,7.0,47.0,52.0,38.0,,,39.0,31.0,,65.0,75.0
2016-04-09,13,,59.0,40.0,39.0,58.0,31.0,,,22.0,55.0,,29.0,28.0
2016-04-10,13,,50.0,43.0,69.0,77.0,53.0,,,37.0,41.0,,74.0,76.0
2016-04-11,13,93.0,63.0,35.0,78.0,131.0,65.0,,,97.0,68.0,,120.0,130.0
2016-04-12,13,82.0,79.0,,76.0,75.0,65.0,,,62.0,38.0,,89.0,104.0
2016-04-13,13,51.0,44.0,14.0,45.0,108.0,45.0,,,47.0,59.0,,64.0,74.0
2016-04-14,13,37.0,50.0,50.0,65.0,117.0,48.0,,,42.0,75.0,,41.0,53.0
2016-04-15,13,37.0,57.0,43.0,48.0,89.0,50.0,,,14.0,29.0,,45.0,50.0
2016-04-16,13,64.0,76.0,48.0,72.0,127.0,64.0,,,56.0,65.0,,77.0,95.0
2016-04-17,13,48.0,55.0,28.0,65.0,88.0,46.0,,,57.0,62.0,,74.0,99.0
2016-04-18,13,80.0,68.0,35.0,70.0,84.0,58.0,,,65.0,80.0,,89.0,98.0
2016-04-19,13,29.0,43.0,33.0,31.0,83.0,38.0,,,29.0,41.0,,31.0,55.0
2016-04-20,13,60.0,51.0,29.0,54.0,72.0,43.0,,,37.0,62.0,,70.0,17.0
2016-04-21,13,74.0,61.0,27.0,56.0,110.0,43.0,,,63.0,46.0,,97.0,101.0
2016-04-22,13,49.0,69.0,29.0,62.0,80.0,47.0,,,54.0,67.0,,54.0,
2016-04-23,13,41.0,44.0,60.0,51.0,59.0,32.0,,,25.0,63.0,,48.0,69.0
2016-04-24,13,82.0,92.0,55.0,170.0,62.0,67.0,,,,72.0,,86.0,90.0
2016-04-25,13,69.0,62.0,58.0,60.0,39.0,48.0,,,64.0,33.0,,82.0,133.0
2016-04-26,13,123.0,127.0,75.0,123.0,73.0,97.0,,,126.0,97.0,,169.0,175.0
2016-04-27,13,150.0,142.0,102.0,149.0,119.0,135.0,,,138.0,98.0,,163.0,186.0
2016-04-28,13,123.0,120.0,84.0,118.0,149.0,,,,116.0,75.0,,137.0,162.0
2016-04-29,13,182.0,194.0,94.0,128.0,70.0,113.0,,,117.0,74.0,,189.0,187.0
2016-04-30,13,83.0,83.0,46.0,53.0,67.0,71.0,,,100.0,97.0,,64.0,65.0
2016-05-01,13,65.0,82.0,13.0,80.0,86.0,59.0,,,67.0,77.0,,75.0,
2016-05-02,13,57.0,45.0,,40.0,27.0,37.0,,,23.0,36.0,,38.0,60.0
2016-05-03,13,73.0,47.0,12.0,70.0,78.0,48.0,,,32.0,36.0,,65.0,94.0
2016-05-04,13,44.0,61.0,45.0,73.0,60.0,51.0,,,43.0,37.0,,35.0,53.0
2016-05-05,13,45.0,45.0,34.0,35.0,67.0,35.0,,,46.0,61.0,,48.0,76.0
2016-05-06,13,43.0,64.0,57.0,57.0,146.0,50.0,,,40.0,77.0,,63.0,85.0
2016-05-07,13,48.0,85.0,51.0,67.0,137.0,58.0,,,58.0,57.0,,72.0,101.0
2016-05-08,13,79.0,92.0,44.0,55.0,101.0,37.0,,,57.0,51.0,,99.0,99.0
2016-05-09,13,46.0,69.0,41.0,47.0,111.0,52.0,,,41.0,60.0,,64.0,79.0
2016-05-10,13,110.0,135.0,39.0,135.0,89.0,95.0,,,88.0,82.0,,152.0,134.0
2016-05-11,13,64.0,75.0,26.0,65.0,77.0,54.0,,,55.0,42.0,,85.0,87.0
2016-05-12,13,89.0,106.0,50.0,76.0,167.0,64.0,,,64.0,49.0,,99.0,107.0
2016-05-13,13,59.0,79.0,53.0,52.0,64.0,47.0,,,42.0,46.0,,45.0,
2016-05-14,13,70.0,73.0,51.0,79.0,59.0,48.0,,,49.0,58.0,,56.0,92.0
2016-05-15,13,49.0,49.0,,11.0,60.0,48.0,,,21.0,30.0,,36.0,53.0
2016-05-16,13,55.0,54.0,41.0,73.0,57.0,36.0,,,52.0,54.0,,80.0,87.0
2016-05-17,13,75.0,72.0,18.0,60.0,71.0,50.0,,,83.0,47.0,,136.0,95.0
2016-05-18,13,39.0,52.0,28.0,57.0,53.0,36.0,,,20.0,40.0,,31.0,47.0
2016-05-19,13,100.0,90.0,11.0,65.0,70.0,48.0,,,51.0,45.0,,87.0,104.0
2016-05-20,13,60.0,100.0,25.0,29.0,45.0,45.0,,,20.0,51.0,,37.0,91.0
2016-05-21,13,72.0,104.0,,58.0,62.0,45.0,,,24.0,51.0,,60.0,69.0
2016-05-22,13,54.0,97.0,12.0,36.0,54.0,39.0,,,41.0,55.0,,65.0,72.0
2016-05-23,13,128.0,101.0,27.0,86.0,101.0,61.0,,,59.0,53.0,,107.0,105.0
2016-05-24,13,108.0,157.0,50.0,124.0,147.0,69.0,,,64.0,63.0,,99.0,
2016-05-25,13,139.0,,48.0,84.0,150.0,86.0,,,66.0,72.0,,108.0,109.0
2016-05-26,13,,109.0,62.0,117.0,144.0,87.0,,,106.0,69.0,,141.0,144.0
2016-05-27,13,,117.0,98.0,,66.0,36.0,,,74.0,79.0,,35.0,42.0
2016-05-28,13,55.0,60.0,90.0,78.0,100.0,53.0,,,48.0,66.0,,118.0,93.0
2016-05-29,13,43.0,64.0,21.0,82.0,82.0,53.0,,,44.0,66.0,,62.0,75.0
2016-05-30,13,40.0,44.0,21.0,76.0,,51.0,,,30.0,63.0,,58.0,71.0
2016-05-31,13,59.0,45.0,37.0,74.0,51.0,51.0,,,33.0,42.0,,78.0,72.0
2016-06-01,13,97.0,45.0,50.0,118.0,43.0,78.0,,,51.0,39.0,,75.0,95.0
2016-06-02,13,38.0,45.0,34.0,64.0,29.0,108.0,,,33.0,42.0,,62.0,70.0
2016-06-03,13,22.0,36.0,18.0,30.0,59.0,65.0,,,43.0,40.0,,36.0,51.0
2016-06-04,13,31.0,30.0,160.0,29.0,73.0,25.0,,,37.0,31.0,,27.0,31.0
2016-06-05,13,13.0,12.0,6.0,,63.0,14.0,,,17.0,40.0,,23.0,26.0
2016-06-06,13,33.0,21.0,24.0,,47.0,24.0,,,151.0,37.0,,33.0,41.0
2016-06-07,13,28.0,25.0,16.0,36.0,49.0,46.0,,,44.0,54.0,,39.0,56.0
2016-06-08,13,45.0,36.0,,49.0,73.0,44.0,,,72.0,41.0,,61.0,
2016-06-09,13,54.0,69.0,41.0,63.0,80.0,52.0,,,55.0,60.0,,67.0,
2016-06-10,13,59.0,44.0,50.0,55.0,102.0,50.0,,,63.0,62.0,,117.0,96.0
2016-06-11,13,66.0,71.0,36.0,94.0,110.0,57.0,,,62.0,69.0,,111.0,97.0
2016-06-12,13,78.0,57.0,30.0,68.0,76.0,57.0,,,58.0,72.0,,111.0,
2016-06-13,13,85.0,52.0,34.0,82.0,152.0,61.0,,,74.0,57.0,,119.0,125.0
2016-06-14,13,81.0,99.0,77.0,106.0,189.0,94.0,,,102.0,85.0,,138.0,124.0
2016-06-15,13,62.0,60.0,71.0,82.0,215.0,81.0,,,59.0,77.0,,122.0,109.0
2016-06-16,13,97.0,98.0,56.0,95.0,127.0,80.0,,,95.0,72.0,,143.0,126.0
2016-06-17,13,104.0,67.0,56.0,91.0,116.0,83.0,,,77.0,76.0,,153.0,120.0
2016-06-18,13,54.0,71.0,8.0,77.0,167.0,56.0,,,76.0,96.0,,91.0,89.0
2016-06-19,13,22.0,32.0,10.0,55.0,187.0,32.0,,,42.0,44.0,,40.0,54.0
2016-06-20,13,31.0,50.0,201.0,49.0,134.0,45.0,,,39.0,61.0,,58.0,47.0
2016-06-21,13,32.0,59.0,65.0,60.0,121.0,50.0,,,37.0,78.0,,67.0,73.0
2016-06-22,13,57.0,47.0,79.0,76.0,144.0,66.0,,,67.0,77.0,,120.0,108.0
2016-06-23,13,64.0,67.0,56.0,75.0,134.0,54.0,,,68.0,57.0,,102.0,
2016-06-24,13,85.0,60.0,27.0,63.0,81.0,57.0,,,67.0,66.0,,105.0,102.0
2016-06-25,13,31.0,41.0,23.0,56.0,255.0,53.0,,,64.0,65.0,,69.0,
2016-06-26,13,13.0,32.0,42.0,51.0,56.0,33.0,,,56.0,61.0,,31.0,27.0
2016-06-27,13,15.0,28.0,30.0,36.0,77.0,36.0,,,27.0,43.0,,43.0,34.0
2016-06-28,13,49.0,43.0,11.0,44.0,84.0,47.0,,,60.0,49.0,,82.0,73.0
2016-06-29,13,41.0,22.0,21.0,43.0,56.0,35.0,,,48.0,58.0,,58.0,53.0
2016-06-30,13,78.0,31.0,31.0,49.0,311.0,45.0,,,57.0,63.0,,79.0,71.0
2016-07-01,13,64.0,54.0,47.0,64.0,125.0,55.0,,,79.0,57.0,,94.0,82.0
2016-07-02,13,102.0,97.0,49.0,130.0,158.0,78.0,,,101.0,88.0,,125.0,149.0
2016-07-03,13,46.0,53.0,53.0,88.0,78.0,61.0,,,68.0,94.0,,65.0,96.0
2016-07-04,13,78.0,88.0,34.0,86.0,167.0,71.0,,,96.0,86.0,,118.0,102.0
2016-07-05,13,65.0,69.0,29.0,85.0,109.0,71.0,,,55.0,73.0,,109.0,105.0
2016-07-06,13,70.0,48.0,27.0,81.0,174.0,55.0,,,83.0,68.0,,104.0,109.0
