,342.5nm,388nm,442nm,463nm,483.5nm
180429,2.602,2.323,2.019,1.932,1.813
180430,2.602,2.323,2.019,1.932,1.813
180501,2.533,2.25,1.944,1.837,1.737
180502,2.533,2.25,1.944,1.837,1.737
180503,2.533,2.25,1.944,1.837,1.737
180504,2.533,2.25,1.944,1.837,1.737
180505,2.533,2.25,1.944,1.837,1.737
180506,2.533,2.25,1.944,1.837,1.737
180507,2.533,2.25,1.944,1.837,1.737
180508,2.533,2.25,1.944,1.837,1.737
180509,2.533,2.25,1.944,1.837,1.737
180510,6.254,5.367,4.442,4.123,3.835
180511,0.94,0.877,0.79,0.755,0.722
180512,2.533,2.25,1.944,1.837,1.737
180513,2.078,1.73,1.392,1.281,1.182
180514,2.533,2.25,1.944,1.837,1.737
180515,2.533,2.25,1.944,1.837,1.737
180516,2.533,2.25,1.944,1.837,1.737
180517,2.533,2.25,1.944,1.837,1.737
180518,2.533,2.25,1.944,1.837,1.737
180519,2.533,2.25,1.944,1.837,1.737
180520,2.533,2.25,1.944,1.837,1.737
180521,2.533,2.25,1.944,1.837,1.737
180522,2.533,2.25,1.944,1.837,1.737
180523,2.533,2.25,1.944,1.837,1.737
180524,2.533,2.25,1.944,1.837,1.737
180525,2.533,2.25,1.944,1.837,1.737
180526,2.533,2.25,1.944,1.837,1.737
180527,1.183,1.103,0.994,0.95,0.908
180528,3.208,2.998,2.709,2.594,2.482
180529,1.815,1.693,1.525,1.458,1.393
180530,2.533,2.25,1.944,1.837,1.737
180531,1.3,1.256,1.214,1.2,1.188
180601,1.657,1.475,1.274,1.202,1.129
180602,1.657,1.475,1.274,1.202,1.129
180603,0.787,0.736,0.665,0.636,0.609
180604,1.657,1.475,1.274,1.202,1.129
180605,0.187,0.174,0.158,0.152,0.146
180606,1.657,1.475,1.274,1.202,1.129
180607,1.657,1.475,1.274,1.202,1.129
180608,1.657,1.475,1.274,1.202,1.129
180609,1.657,1.475,1.274,1.202,1.129
180610,1.657,1.475,1.274,1.202,1.129
180611,1.657,1.475,1.274,1.202,1.129
180612,1.675,1.565,1.415,1.354,1.296
180613,1.657,1.475,1.274,1.202,1.129
180614,1.657,1.475,1.274,1.202,1.129
180615,1.657,1.475,1.274,1.202,1.129
180616,1.657,1.475,1.274,1.202,1.129
180617,1.657,1.475,1.274,1.202,1.129
180618,0.352,0.32,0.281,0.267,0.253
180619,0.103,0.096,0.087,0.084,0.08
180620,1.657,1.475,1.274,1.202,1.129
180621,1.657,1.475,1.274,1.202,1.129
180622,1.657,1.475,1.274,1.202,1.129
180623,2.33,1.94,1.562,1.437,1.326
180624,1.657,1.475,1.274,1.202,1.129
180625,0.158,0.148,0.134,0.129,0.123
180626,1.978,1.852,1.678,1.609,1.542
180627,0.381,0.328,0.274,0.255,0.238
180628,0.048,0.044,0.04,0.038,0.037
180629,1.657,1.475,1.274,1.202,1.129
180630,0.165,0.154,0.139,0.134,0.128
180701,1.075,0.969,0.846,0.801,0.768
180702,0.592,0.554,0.502,0.482,0.461
180703,1.075,0.969,0.846,0.801,0.768
180704,0.314,0.273,0.23,0.215,0.201
180705,0.076,0.07,0.064,0.061,0.059
180706,1.075,0.969,0.846,0.801,0.768
180707,1.075,0.969,0.846,0.801,0.768
180708,0.289,0.271,0.245,0.236,0.226
180709,0.112,0.105,0.095,0.091,0.088
180710,1.075,0.969,0.846,0.801,0.768
180711,0.203,0.177,0.149,0.139,0.13
180712,0.033,0.031,0.028,0.027,0.025
180713,2.064,1.929,1.744,1.67,1.598
180714,1.431,1.336,1.205,1.153,1.102
180715,1.075,0.969,0.846,0.801,0.768
180716,1.075,0.969,0.846,0.801,0.768
180717,1.075,0.969,0.846,0.801,0.768
180718,0.619,0.565,0.499,0.474,0.451
180719,1.075,0.969,0.846,0.801,0.768
180720,2.346,2.193,1.982,1.898,1.816
180721,1.075,0.969,0.846,0.801,0.768
180722,1.075,0.969,0.846,0.801,0.768
180723,1.075,0.969,0.846,0.801,0.768
180724,0.327,0.288,0.247,0.232,0.218
180725,0.13,0.122,0.111,0.106,0.102
180726,1.075,0.969,0.846,0.801,0.768
180727,0.047,0.044,0.04,0.038,0.037
180728,1.075,0.969,0.846,0.801,0.768
180729,1.075,0.969,0.846,0.801,0.768
180730,1.075,0.969,0.846,0.801,0.768
180731,1.075,0.969,0.846,0.801,0.768
180801,2.517,2.205,1.872,1.756,1.65
180802,2.517,2.205,1.872,1.756,1.65
180803,2.073,1.824,1.55,1.453,1.364
180804,2.517,2.205,1.872,1.756,1.65
180805,2.517,2.205,1.872,1.756,1.65
180806,1.523,1.47,1.421,1.405,1.391
180807,2.517,2.205,1.872,1.756,1.65
180808,2.864,2.458,2.034,1.889,1.756
180809,0.855,0.75,0.638,0.6,0.564
180810,1.45,1.353,1.219,1.165,1.114
180811,2.517,2.205,1.872,1.756,1.65
180812,4.904,4.06,3.244,2.976,2.738
180813,2.517,2.205,1.872,1.756,1.65
180814,2.517,2.205,1.872,1.756,1.65
180815,2.517,2.205,1.872,1.756,1.65
180816,2.517,2.205,1.872,1.756,1.65
180817,2.517,2.205,1.872,1.756,1.65
180818,2.517,2.205,1.872,1.756,1.65
180819,2.517,2.205,1.872,1.756,1.65
180820,2.517,2.205,1.872,1.756,1.65
180821,2.517,2.205,1.872,1.756,1.65
180822,0.08,0.075,0.068,0.065,0.062
180823,2.517,2.205,1.872,1.756,1.65
180824,3.274,2.81,2.325,2.159,2.008
180825,2.517,2.205,1.872,1.756,1.65
180826,2.517,2.205,1.872,1.756,1.65
180827,2.517,2.205,1.872,1.756,1.65
180828,0.647,0.605,0.548,0.526,0.504
180829,2.517,2.205,1.872,1.756,1.65
180830,2.517,2.205,1.872,1.756,1.65
180831,2.517,2.205,1.872,1.756,1.65
180901,3.274,2.847,2.396,2.239,2.096
180902,3.274,2.847,2.396,2.239,2.096
180903,1.145,1.072,0.972,0.932,0.893
180904,3.274,2.847,2.396,2.239,2.096
180905,3.274,2.847,2.396,2.239,2.096
180906,2.756,2.406,2.032,1.901,1.781
180907,2.964,2.482,2.011,1.855,1.716
180908,3.274,2.847,2.396,2.239,2.096
180909,3.274,2.847,2.396,2.239,2.096
180910,6.423,5.537,4.61,4.289,3.999
180911,1.908,1.638,1.355,1.258,1.17
180912,3.274,2.847,2.396,2.239,2.096
180913,4.132,3.421,2.733,2.508,2.307
180914,3.274,2.847,2.396,2.239,2.096
180915,3.274,2.847,2.396,2.239,2.096
180916,3.274,2.847,2.396,2.239,2.096
180917,3.274,2.847,2.396,2.239,2.096
180918,3.274,2.847,2.396,2.239,2.096
180919,1.089,1.02,0.924,0.886,0.849
180920,2.619,2.355,2.045,1.931,1.824
180921,3.274,2.847,2.396,2.239,2.096
180922,1.291,1.076,0.866,0.796,0.735
180923,3.274,2.847,2.396,2.239,2.096
180924,3.274,2.847,2.396,2.239,2.096
180925,1.29,1.203,1.084,1.037,0.991
180926,3.274,2.847,2.396,2.239,2.096
180927,3.274,2.847,2.396,2.239,2.096
180928,3.274,2.847,2.396,2.239,2.096
180929,2.016,1.813,1.574,1.486,1.404
180930,3.274,2.847,2.396,2.239,2.096
181001,3.228,2.811,2.37,2.216,2.076
181002,3.228,2.811,2.37,2.216,2.076
181003,0.919,0.858,0.776,0.743,0.711
181004,3.228,2.811,2.37,2.216,2.076
181005,3.228,2.811,2.37,2.216,2.076
181006,3.228,2.811,2.37,2.216,2.076
181007,3.228,2.811,2.37,2.216,2.076
181008,2.627,2.45,2.208,2.111,2.017
181009,3.228,2.811,2.37,2.216,2.076
181010,3.228,2.811,2.37,2.216,2.076
181011,3.228,2.811,2.37,2.216,2.076
181012,3.228,2.811,2.37,2.216,2.076
181013,3.228,2.811,2.37,2.216,2.076
181014,3.228,2.811,2.37,2.216,2.076
181015,7.483,6.263,5.059,4.658,4.301
181016,3.228,2.811,2.37,2.216,2.076
181017,4.919,4.48,3.945,3.743,3.552
181018,3.228,2.811,2.37,2.216,2.076
181019,4.286,3.973,3.559,3.396,3.24
181020,3.228,2.811,2.37,2.216,2.076
181021,3.228,2.811,2.37,2.216,2.076
181022,2.24,1.855,1.482,1.359,1.251
181023,3.228,2.811,2.37,2.216,2.076
181024,3.228,2.811,2.37,2.216,2.076
181025,3.228,2.811,2.37,2.216,2.076
181026,3.228,2.811,2.37,2.216,2.076
181027,3.228,2.811,2.37,2.216,2.076
181028,3.228,2.811,2.37,2.216,2.076
181029,3.228,2.811,2.37,2.216,2.076
181030,3.228,2.811,2.37,2.216,2.076
181031,3.228,2.811,2.37,2.216,2.076
181101,3.055,2.682,2.299,2.167,2.048
181102,2.527,2.357,2.124,2.031,1.94
181103,3.055,2.682,2.299,2.167,2.048
181104,3.245,2.774,2.292,2.129,1.981
181105,3.055,2.682,2.299,2.167,2.048
181106,3.055,2.682,2.299,2.167,2.048
181107,3.055,2.682,2.299,2.167,2.048
181108,3.055,2.682,2.299,2.167,2.048
181109,3.055,2.682,2.299,2.167,2.048
181110,3.055,2.682,2.299,2.167,2.048
181111,3.055,2.682,2.299,2.167,2.048
181112,3.055,2.682,2.299,2.167,2.048
181113,3.055,2.682,2.299,2.167,2.048
181114,3.055,2.682,2.299,2.167,2.048
181115,3.055,2.682,2.299,2.167,2.048
181116,0.805,0.658,0.521,0.477,0.438
181117,3.055,2.682,2.299,2.167,2.048
181118,5.171,4.68,4.095,3.877,3.673
181119,3.055,2.682,2.299,2.167,2.048
181120,3.055,2.682,2.299,2.167,2.048
181121,3.055,2.682,2.299,2.167,2.048
181122,3.055,2.682,2.299,2.167,2.048
181123,3.055,2.682,2.299,2.167,2.048
181124,3.055,2.682,2.299,2.167,2.048
181125,3.055,2.682,2.299,2.167,2.048
181126,1.621,1.512,1.362,1.302,1.244
181127,3.055,2.682,2.299,2.167,2.048
181128,3.055,2.682,2.299,2.167,2.048
181129,3.055,2.682,2.299,2.167,2.048
181130,3.055,2.682,2.299,2.167,2.048
181201,3.261,2.841,2.399,2.246,2.166
181202,3.261,2.841,2.399,2.246,2.166
181203,3.261,2.841,2.399,2.246,2.166
181204,1.858,1.794,1.735,1.715,1.697
181205,3.261,2.841,2.399,2.246,2.166
181206,3.261,2.841,2.399,2.246,2.166
181207,3.261,2.841,2.399,2.246,2.166
181208,3.261,2.841,2.399,2.246,2.166
181209,3.261,2.841,2.399,2.246,2.166
181210,3.261,2.841,2.399,2.246,2.166
181211,3.261,2.841,2.399,2.246,2.166
181212,3.261,2.841,2.399,2.246,2.166
181213,3.261,2.841,2.399,2.246,2.166
181214,3.261,2.841,2.399,2.246,2.166
181215,3.261,2.841,2.399,2.246,2.166
181216,3.261,2.841,2.399,2.246,2.166
181217,3.261,2.841,2.399,2.246,2.166
181218,3.261,2.841,2.399,2.246,2.166
181219,3.261,2.841,2.399,2.246,2.166
181220,3.261,2.841,2.399,2.246,2.166
181221,3.261,2.841,2.399,2.246,2.166
181222,3.261,2.841,2.399,2.246,2.166
181223,3.261,2.841,2.399,2.246,2.166
181224,2.927,2.535,2.122,1.979,1.849
181225,3.261,2.841,2.399,2.246,2.166
181226,3.261,2.841,2.399,2.246,2.166
181227,3.261,2.841,2.399,2.246,2.166
181228,3.261,2.841,2.399,2.246,2.166
181229,3.261,2.841,2.399,2.246,2.166
181230,3.261,2.841,2.399,2.246,2.166
181231,3.261,2.841,2.399,2.246,2.166
190101,2.936,2.657,2.343,2.23,2.125
190102,2.936,2.657,2.343,2.23,2.125
190103,2.936,2.657,2.343,2.23,2.125
190104,2.936,2.657,2.343,2.23,2.125
190105,2.936,2.657,2.343,2.23,2.125
190106,2.936,2.657,2.343,2.23,2.125
190107,2.936,2.657,2.343,2.23,2.125
190108,2.936,2.657,2.343,2.23,2.125
190109,2.936,2.657,2.343,2.23,2.125
190110,2.936,2.657,2.343,2.23,2.125
190111,2.936,2.657,2.343,2.23,2.125
190112,2.031,1.962,1.896,1.875,1.855
190113,2.936,2.657,2.343,2.23,2.125
190114,2.936,2.657,2.343,2.23,2.125
190115,2.936,2.657,2.343,2.23,2.125
190116,2.936,2.657,2.343,2.23,2.125
190117,2.936,2.657,2.343,2.23,2.125
190118,2.936,2.657,2.343,2.23,2.125
190119,2.936,2.657,2.343,2.23,2.125
190120,2.936,2.657,2.343,2.23,2.125
190121,3.355,3.136,2.834,2.713,2.596
190122,2.936,2.657,2.343,2.23,2.125
190123,2.936,2.657,2.343,2.23,2.125
190124,2.936,2.657,2.343,2.23,2.125
190125,2.936,2.657,2.343,2.23,2.125
190126,2.936,2.657,2.343,2.23,2.125
190127,2.936,2.657,2.343,2.23,2.125
190128,2.936,2.657,2.343,2.23,2.125
190129,2.936,2.657,2.343,2.23,2.125
190130,2.936,2.657,2.343,2.23,2.125
190131,2.936,2.657,2.343,2.23,2.125
190201,3.189,2.829,2.442,2.306,2.181
190202,3.189,2.829,2.442,2.306,2.181
190203,3.189,2.829,2.442,2.306,2.181
190204,3.189,2.829,2.442,2.306,2.181
190205,3.189,2.829,2.442,2.306,2.181
190206,3.189,2.829,2.442,2.306,2.181
190207,3.189,2.829,2.442,2.306,2.181
190208,3.189,2.829,2.442,2.306,2.181
190209,3.189,2.829,2.442,2.306,2.181
190210,3.64,3.395,3.059,2.924,2.794
190211,3.189,2.829,2.442,2.306,2.181
190212,3.189,2.829,2.442,2.306,2.181
190213,3.189,2.829,2.442,2.306,2.181
190214,3.189,2.829,2.442,2.306,2.181
190215,3.189,2.829,2.442,2.306,2.181
190216,3.189,2.829,2.442,2.306,2.181
190217,3.189,2.829,2.442,2.306,2.181
190218,3.189,2.829,2.442,2.306,2.181
190219,3.189,2.829,2.442,2.306,2.181
190220,3.189,2.829,2.442,2.306,2.181
190221,3.189,2.829,2.442,2.306,2.181
190222,3.189,2.829,2.442,2.306,2.181
190223,3.189,2.829,2.442,2.306,2.181
190224,3.189,2.829,2.442,2.306,2.181
190225,3.189,2.829,2.442,2.306,2.181
190226,3.189,2.829,2.442,2.306,2.181
190227,3.189,2.829,2.442,2.306,2.181
190228,3.189,2.829,2.442,2.306,2.181
190301,3.417,2.939,2.449,2.282,2.132
190302,3.417,2.939,2.449,2.282,2.132
190303,3.417,2.939,2.449,2.282,2.132
190304,3.417,2.939,2.449,2.282,2.132
190305,3.417,2.939,2.449,2.282,2.132
190306,3.417,2.939,2.449,2.282,2.132
190307,3.417,2.939,2.449,2.282,2.132
190308,3.417,2.939,2.449,2.282,2.132
190309,3.417,2.939,2.449,2.282,2.132
190310,3.417,2.939,2.449,2.282,2.132
190311,3.417,2.939,2.449,2.282,2.132
190312,3.417,2.939,2.449,2.282,2.132
190313,3.417,2.939,2.449,2.282,2.132
190314,3.417,2.939,2.449,2.282,2.132
190315,1.81,1.618,1.421,1.353,1.292
190316,3.417,2.939,2.449,2.282,2.132
190317,7.944,6.817,5.642,5.238,4.872
190318,3.417,2.939,2.449,2.282,2.132
190319,3.417,2.939,2.449,2.282,2.132
190320,3.417,2.939,2.449,2.282,2.132
190321,3.417,2.939,2.449,2.282,2.132
190322,3.417,2.939,2.449,2.282,2.132
190323,3.417,2.939,2.449,2.282,2.132
190324,7.077,5.859,4.681,4.294,3.951
190325,3.417,2.939,2.449,2.282,2.132
190326,2.124,2.051,1.983,1.96,1.94
190327,3.417,2.939,2.449,2.282,2.132
190328,3.417,2.939,2.449,2.282,2.132
190329,3.417,2.939,2.449,2.282,2.132
190330,7.451,6.268,5.099,4.711,4.363
190331,3.417,2.939,2.449,2.282,2.132
190401,2.602,2.323,2.019,1.932,1.813
190402,2.602,2.323,2.019,1.932,1.813
190403,2.602,2.323,2.019,1.932,1.813
190404,2.602,2.323,2.019,1.932,1.813
190405,2.602,2.323,2.019,1.932,1.813
190406,2.602,2.323,2.019,1.932,1.813
190407,2.602,2.323,2.019,1.932,1.813
190408,2.602,2.323,2.019,1.932,1.813
190409,1.933,1.867,1.805,1.784,1.765
190410,2.602,2.323,2.019,1.932,1.813
190411,2.825,2.339,1.868,1.714,1.577
190412,1.216,1.139,1.033,0.989,0.948
190413,2.602,2.323,2.019,1.932,1.813
190414,2.602,2.323,2.019,1.932,1.813
190415,2.602,2.323,2.019,1.932,1.813
190416,2.602,2.323,2.019,1.932,1.813
190417,2.602,2.323,2.019,1.932,1.813
190418,2.512,2.343,2.111,2.019,1.929
190419,2.602,2.323,2.019,1.932,1.813
190420,2.602,2.323,2.019,1.932,1.813
190421,2.602,2.323,2.019,1.932,1.813
190422,2.602,2.323,2.019,1.932,1.813
190423,2.602,2.323,2.019,1.932,1.813
190424,2.602,2.323,2.019,1.932,1.813
190425,2.602,2.323,2.019,1.932,1.813
190426,2.602,2.323,2.019,1.932,1.813
190427,1.45,1.352,1.218,1.165,1.113
190428,2.602,2.323,2.019,1.932,1.813
190429,2.602,2.323,2.019,1.932,1.813
190430,2.602,2.323,2.019,1.932,1.813
190501,2.533,2.25,1.944,1.837,1.737
190502,2.533,2.25,1.944,1.837,1.737
190503,2.533,2.25,1.944,1.837,1.737
190504,2.533,2.25,1.944,1.837,1.737
190505,0.481,0.45,0.407,0.389,0.372
190506,2.533,2.25,1.944,1.837,1.737
190507,0.636,0.594,0.537,0.514,0.492
190508,3.339,3.127,2.834,2.717,2.603
190509,2.533,2.25,1.944,1.837,1.737
190510,2.533,2.25,1.944,1.837,1.737
190511,2.533,2.25,1.944,1.837,1.737
190512,2.533,2.25,1.944,1.837,1.737
190513,2.533,2.25,1.944,1.837,1.737
190514,2.533,2.25,1.944,1.837,1.737
190515,0.083,0.078,0.071,0.068,0.065
190516,2.533,2.25,1.944,1.837,1.737
190517,0.607,0.569,0.515,0.494,0.473
190518,2.533,2.25,1.944,1.837,1.737
190519,2.533,2.25,1.944,1.837,1.737
190520,2.533,2.25,1.944,1.837,1.737
190521,2.533,2.25,1.944,1.837,1.737
190522,2.533,2.25,1.944,1.837,1.737
190523,1.195,1.114,1.004,0.96,0.918
190524,2.533,2.25,1.944,1.837,1.737
190525,2.533,2.25,1.944,1.837,1.737
190526,2.533,2.25,1.944,1.837,1.737
190527,2.346,2.089,1.803,1.7,1.605
190528,2.533,2.25,1.944,1.837,1.737
190529,3.627,3.06,2.491,2.3,2.129
190530,2.533,2.25,1.944,1.837,1.737
190531,2.533,2.25,1.944,1.837,1.737
190601,1.657,1.475,1.274,1.202,1.129
190602,8.017,6.676,5.372,4.942,4.56
190603,1.657,1.475,1.274,1.202,1.129
190604,1.657,1.475,1.274,1.202,1.129
190605,1.984,1.854,1.677,1.606,1.537
190606,1.657,1.475,1.274,1.202,1.129
190607,1.657,1.475,1.274,1.202,1.129
190608,1.657,1.475,1.274,1.202,1.129
190609,1.657,1.475,1.274,1.202,1.129
190610,1.657,1.475,1.274,1.202,1.129
190611,1.657,1.475,1.274,1.202,1.129
190612,3.098,2.631,2.16,2.0,1.856
190613,1.657,1.475,1.274,1.202,1.129
190614,2.099,1.889,1.647,1.558,1.475
190615,0.333,0.311,0.282,0.27,0.258
190616,1.657,1.475,1.274,1.202,1.129
190617,1.657,1.475,1.274,1.202,1.129
190618,0.731,0.685,0.621,0.595,0.57
190619,1.657,1.475,1.274,1.202,1.129
190620,1.657,1.475,1.274,1.202,1.129
190621,2.853,2.581,2.261,2.142,2.031
190622,1.657,1.475,1.274,1.202,1.129
190623,1.657,1.475,1.274,1.202,1.129
190624,1.193,1.113,1.003,0.959,0.916
190625,1.657,1.475,1.274,1.202,1.129
190626,1.657,1.475,1.274,1.202,1.129
190627,1.657,1.475,1.274,1.202,1.129
190628,2.644,2.327,1.981,1.858,1.745
190629,1.657,1.475,1.274,1.202,1.129
190630,2.178,2.039,1.849,1.772,1.698
190701,1.075,0.969,0.846,0.801,0.768
190702,1.075,0.969,0.846,0.801,0.768
190703,1.075,0.969,0.846,0.801,0.768
190704,1.075,0.969,0.846,0.801,0.768
190705,1.075,0.969,0.846,0.801,0.768
190706,1.075,0.969,0.846,0.801,0.768
190707,2.251,1.931,1.603,1.491,1.389
190708,0.085,0.08,0.072,0.069,0.066
190709,1.075,0.969,0.846,0.801,0.768
190710,1.075,0.969,0.846,0.801,0.768
190711,1.075,0.969,0.846,0.801,0.768
190712,1.075,0.969,0.846,0.801,0.768
190713,1.075,0.969,0.846,0.801,0.768
190714,2.003,1.816,1.594,1.511,1.433
190715,1.075,0.969,0.846,0.801,0.768
190716,1.075,0.969,0.846,0.801,0.768
190717,1.075,0.969,0.846,0.801,0.768
190718,1.075,0.969,0.846,0.801,0.768
190719,1.075,0.969,0.846,0.801,0.768
190720,1.075,0.969,0.846,0.801,0.768
190721,1.075,0.969,0.846,0.801,0.768
190722,1.075,0.969,0.846,0.801,0.768
190723,3.815,3.309,2.78,2.596,2.43
190724,1.075,0.969,0.846,0.801,0.768
190725,1.075,0.969,0.846,0.801,0.768
190726,0.076,0.071,0.065,0.062,0.059
190727,1.075,0.969,0.846,0.801,0.768
190728,1.075,0.969,0.846,0.801,0.768
190729,1.075,0.969,0.846,0.801,0.768
190730,3.425,3.078,2.674,2.526,2.387
190731,1.075,0.969,0.846,0.801,0.768
190801,2.651,2.377,2.06,1.945,1.837
190802,2.517,2.205,1.872,1.756,1.65
190803,0.236,0.228,0.221,0.218,0.216
190804,0.458,0.428,0.387,0.371,0.355
190805,2.517,2.205,1.872,1.756,1.65
190806,2.517,2.205,1.872,1.756,1.65
190807,2.517,2.205,1.872,1.756,1.65
190808,2.517,2.205,1.872,1.756,1.65
190809,2.517,2.205,1.872,1.756,1.65
190810,2.517,2.205,1.872,1.756,1.65
190811,2.517,2.205,1.872,1.756,1.65
190812,5.841,4.864,3.914,3.601,3.323
190813,2.517,2.205,1.872,1.756,1.65
190814,2.517,2.205,1.872,1.756,1.65
190815,2.166,1.861,1.548,1.441,1.344
190816,2.517,2.205,1.872,1.756,1.65
190817,3.661,3.415,3.077,2.942,2.811
190818,3.321,3.098,2.792,2.669,2.55
190819,2.517,2.205,1.872,1.756,1.65
190820,2.517,2.205,1.872,1.756,1.65
190821,2.517,2.205,1.872,1.756,1.65
190822,2.517,2.205,1.872,1.756,1.65
190823,2.517,2.205,1.872,1.756,1.65
190824,2.517,2.205,1.872,1.756,1.65
190825,2.517,2.205,1.872,1.756,1.65
190826,2.517,2.205,1.872,1.756,1.65
190827,2.517,2.205,1.872,1.756,1.65
190828,2.517,2.205,1.872,1.756,1.65
190829,2.517,2.205,1.872,1.756,1.65
190830,2.517,2.205,1.872,1.756,1.65
190831,3.361,2.884,2.387,2.216,2.061
190901,3.274,2.847,2.396,2.239,2.096
190902,3.274,2.847,2.396,2.239,2.096
190903,3.274,2.847,2.396,2.239,2.096
190904,1.745,1.628,1.467,1.403,1.34
190905,2.128,1.8,1.47,1.36,1.26
190906,0.229,0.214,0.194,0.186,0.179
190907,3.274,2.847,2.396,2.239,2.096
190908,3.274,2.847,2.396,2.239,2.096
190909,5.882,4.87,3.89,3.57,3.284
190910,3.274,2.847,2.396,2.239,2.096
190911,3.274,2.847,2.396,2.239,2.096
190912,3.274,2.847,2.396,2.239,2.096
190913,3.274,2.847,2.396,2.239,2.096
190914,3.274,2.847,2.396,2.239,2.096
190915,3.274,2.847,2.396,2.239,2.096
190916,3.274,2.847,2.396,2.239,2.096
190917,3.274,2.847,2.396,2.239,2.096
190918,3.274,2.847,2.396,2.239,2.096
190919,3.274,2.847,2.396,2.239,2.096
190920,3.274,2.847,2.396,2.239,2.096
190921,3.274,2.847,2.396,2.239,2.096
190922,3.274,2.847,2.396,2.239,2.096
190923,3.274,2.847,2.396,2.239,2.096
190924,3.274,2.847,2.396,2.239,2.096
190925,3.274,2.847,2.396,2.239,2.096
190926,3.274,2.847,2.396,2.239,2.096
190927,3.274,2.847,2.396,2.239,2.096
190928,3.274,2.847,2.396,2.239,2.096
190929,3.274,2.847,2.396,2.239,2.096
190930,3.274,2.847,2.396,2.239,2.096
191001,3.228,2.811,2.37,2.216,2.076
191002,2.188,2.041,1.839,1.758,1.68
191003,3.228,2.811,2.37,2.216,2.076
191004,5.273,4.366,3.488,3.2,2.944
191005,3.228,2.811,2.37,2.216,2.076
191006,3.228,2.811,2.37,2.216,2.076
191007,3.228,2.811,2.37,2.216,2.076
191008,3.228,2.811,2.37,2.216,2.076
191009,3.228,2.811,2.37,2.216,2.076
191010,3.228,2.811,2.37,2.216,2.076
191011,3.228,2.811,2.37,2.216,2.076
191012,3.228,2.811,2.37,2.216,2.076
191013,3.228,2.811,2.37,2.216,2.076
191014,3.228,2.811,2.37,2.216,2.076
191015,3.228,2.811,2.37,2.216,2.076
191016,3.228,2.811,2.37,2.216,2.076
191017,3.228,2.811,2.37,2.216,2.076
191018,3.228,2.811,2.37,2.216,2.076
191019,3.228,2.811,2.37,2.216,2.076
191020,3.228,2.811,2.37,2.216,2.076
191021,3.228,2.811,2.37,2.216,2.076
191022,3.228,2.811,2.37,2.216,2.076
191023,3.228,2.811,2.37,2.216,2.076
191024,3.228,2.811,2.37,2.216,2.076
191025,3.228,2.811,2.37,2.216,2.076
191026,3.228,2.811,2.37,2.216,2.076
191027,7.376,6.224,5.067,4.678,4.33
191028,3.228,2.811,2.37,2.216,2.076
191029,3.228,2.811,2.37,2.216,2.076
191030,3.228,2.811,2.37,2.216,2.076
191031,3.228,2.811,2.37,2.216,2.076
191101,3.055,2.682,2.299,2.167,2.048
191102,3.055,2.682,2.299,2.167,2.048
191103,3.055,2.682,2.299,2.167,2.048
191104,3.055,2.682,2.299,2.167,2.048
191105,3.055,2.682,2.299,2.167,2.048
191106,3.055,2.682,2.299,2.167,2.048
191107,3.055,2.682,2.299,2.167,2.048
191108,3.055,2.682,2.299,2.167,2.048
191109,3.055,2.682,2.299,2.167,2.048
191110,3.055,2.682,2.299,2.167,2.048
191111,3.055,2.682,2.299,2.167,2.048
191112,3.055,2.682,2.299,2.167,2.048
191113,3.055,2.682,2.299,2.167,2.048
191114,3.055,2.682,2.299,2.167,2.048
191115,3.055,2.682,2.299,2.167,2.048
191116,3.055,2.682,2.299,2.167,2.048
191117,3.055,2.682,2.299,2.167,2.048
191118,3.055,2.682,2.299,2.167,2.048
191119,1.553,1.499,1.449,1.433,1.418
191120,3.055,2.682,2.299,2.167,2.048
191121,3.055,2.682,2.299,2.167,2.048
191122,3.055,2.682,2.299,2.167,2.048
191123,3.055,2.682,2.299,2.167,2.048
191124,3.055,2.682,2.299,2.167,2.048
191125,3.055,2.682,2.299,2.167,2.048
191126,3.055,2.682,2.299,2.167,2.048
191127,3.055,2.682,2.299,2.167,2.048
191128,3.055,2.682,2.299,2.167,2.048
191129,3.055,2.682,2.299,2.167,2.048
191130,3.055,2.682,2.299,2.167,2.048
191201,3.261,2.841,2.399,2.246,2.166
191202,3.261,2.841,2.399,2.246,2.166
191203,3.261,2.841,2.399,2.246,2.166
191204,3.261,2.841,2.399,2.246,2.166
191205,2.214,2.066,1.861,1.779,1.7
191206,3.261,2.841,2.399,2.246,2.166
191207,5.258,4.354,3.478,3.191,2.936
191208,3.261,2.841,2.399,2.246,2.166
191209,3.261,2.841,2.399,2.246,2.166
191210,3.261,2.841,2.399,2.246,2.166
191211,3.261,2.841,2.399,2.246,2.166
191212,3.261,2.841,2.399,2.246,2.166
191213,3.261,2.841,2.399,2.246,2.166
191214,3.261,2.841,2.399,2.246,2.166
191215,3.261,2.841,2.399,2.246,2.166
191216,3.261,2.841,2.399,2.246,2.166
191217,3.261,2.841,2.399,2.246,2.166
191218,3.261,2.841,2.399,2.246,2.166
191219,3.261,2.841,2.399,2.246,2.166
191220,3.261,2.841,2.399,2.246,2.166
191221,3.261,2.841,2.399,2.246,2.166
191222,3.261,2.841,2.399,2.246,2.166
191223,3.261,2.841,2.399,2.246,2.166
191224,3.261,2.841,2.399,2.246,2.166
191225,3.261,2.841,2.399,2.246,2.166
191226,3.261,2.841,2.399,2.246,2.166
