Dates,Hours,CENTRO,NORESTE,NORESTE2,NOROESTE,NOROESTE2,NORTE,NORTE2,SUR,SURESTE,SURESTE2,SURESTE3,SUROESTE,SUROESTE2
2019-01-24,18,,10.98,37,25.41,33.87,17.54,17,9,10.51,15.32,,22.3,9
2019-01-24,19,13.39,14.96,38,25.17,26.97,19.54,28,11,12.67,32.62,,15.16,14
2019-01-24,20,15.77,21.39,17,27.1,22.75,20.49,15,5,12.14,53.84,,14.8,9
2019-01-24,21,16.89,30.81,38,15.96,21.85,22.74,26,7,9.22,37.62,,13.29,8
2019-01-24,22,14.87,33.61,18,13.91,25.06,18.15,34,10,11.29,43.65,,14.29,9
2019-01-24,23,20.29,30.21,32,17.05,21.99,32.05,34,3,18.5,26.87,,14.06,10
2019-01-25,0,17.66,12.71,32,15.45,15.41,15.03,23,6,14.41,,,15.62,15
2019-01-25,1,15.17,13.94,21,8.85,11.58,25.9,23,6,8.32,45.37,,15.05,12
2019-01-25,2,18.08,13.91,11,9.24,12.48,13.4,16,8,6.98,21.98,,13.71,16
2019-01-25,3,17.26,11.6,10,24.96,14.55,12.65,25,,10.7,23.11,,15.7,15
2019-01-25,4,17.36,12.68,4,32.08,15.49,15.36,15,6,11.4,26.52,,20.79,14
2019-01-25,5,17.13,14.21,,37.48,20.59,15.41,7,5,13.12,27.48,,34.34,8
2019-01-25,6,24.67,15.03,6,42.27,23.19,18.41,25,5,16.51,31.05,,30.45,16
2019-01-25,7,29.15,17.92,22,37.98,44.01,17.69,31,3,17.8,30.96,,30.56,14
2019-01-25,8,34.01,25.66,20,42.29,41.02,40.78,25,6,17.63,50.95,,40.61,13
2019-01-25,9,32.7,25.32,10,51.06,38.76,46.21,26,6,20.62,40.93,,72.94,18
2019-01-25,10,46.2,14.89,16,47.27,31.54,32.32,24,,23.34,40.38,,45.22,40
2019-01-25,11,37.28,15.11,23,34.07,30.55,22.75,29,13,39.2,26.54,,48.34,39
2019-01-25,12,32.29,12.06,27,27.24,23.46,23.37,18,12,22.78,14.72,,50.72,35
2019-01-25,13,31.95,12.69,31,32.72,38.94,17.43,16,22,15.53,12.49,,53.72,31
2019-01-25,14,27.71,14.2,25,24.79,37.68,15.33,18,19,19.08,20.65,,56.03,27
2019-01-25,15,26.51,20.9,25,25.15,,17,23,25,20.23,21.36,,45.01,21
2019-01-25,16,34.54,26.14,22,25.43,,17.02,11,16,18.93,25.29,,45.61,19
2019-01-25,17,35.57,27.28,13,34.14,,21.88,37,13,26.09,28.61,,46.79,23
2019-01-25,18,39.55,29.86,31,38.33,,21.84,37,16,22.77,18.98,,42.12,30
2019-01-25,19,38.4,29.72,24,31.55,,22.84,35,10,21.98,20.37,,39.96,35
2019-01-25,20,35.44,31.34,34,41.61,,23.88,34,8,25.4,23.75,,43.04,31
2019-01-25,21,26.03,23.22,41,36.38,,28.94,20,12,11.36,21.91,,37.94,20
2019-01-25,22,14.66,,23,22.47,,29.94,9,10,6.15,,,27.23,9
2019-01-25,23,8.61,,4,18.33,,21.81,15,12,5.9,6.59,,20.16,3
2019-01-26,0,6.38,,10,17.14,,9.7,10,6,3.57,,,19.29,3
2019-01-26,1,5.09,6.15,3,14.16,13.61,10.88,,3,3.38,,,9.87,
2019-01-26,2,,,7,13.09,8.88,9.17,,2,2.35,,,,8
2019-01-26,3,,5.6,2,7.81,5.68,4.84,5,,,,,13.66,2
2019-01-26,4,3.77,5.58,4,6.03,3.86,3.84,4,,,3.19,,16.91,2
2019-01-26,5,,,2,4.48,3.1,4.08,,3,,,,15.02,5
2019-01-26,6,11.52,7.47,2,6.74,3.42,5.65,3,,,2.98,,8.32,9
2019-01-26,7,,6.39,5,9.89,4.25,6.93,,,,4,,7.78,
2019-01-26,8,12.14,,5,13.65,,6.53,,,,,,13.44,6
2019-01-26,9,,,,16.39,,6.23,9,5,,6.23,,15.72,8
2019-01-26,10,,7.34,,9.99,,4.59,13,3,,5.96,,,20
2019-01-26,11,12.32,5.86,14,7.19,17.51,4.33,28,6,,5.17,,18.85,12
2019-01-26,12,,6.38,8,7.43,9.63,5.62,19,8,8.87,4.81,,12.7,6
2019-01-26,13,19.1,,10,10.75,12.45,5.34,5,3,9.52,9.94,,14.15,7
2019-01-26,14,23.13,6.67,,11.99,12.03,7.78,2,6,7.54,11.54,,17.6,7
2019-01-26,15,19.09,,,12.15,15.68,4.87,20,8,7.36,5.75,,17.01,16
2019-01-26,16,,10.02,,13.43,11.61,4.96,9,7,6.13,6.67,,16.43,3
2019-01-26,17,20.54,8.35,7,12.6,12.19,4.79,20,4,6.52,11.87,,,11
2019-01-26,18,8.51,9.9,3,7.22,8.57,2.59,2,6,7.55,4.4,,16.88,19
2019-01-26,19,,12.71,10,21.42,8.11,4.03,,3,8.33,,,8.71,3
2019-01-26,20,,,15,21.82,9.24,7.23,5,,8.18,36.85,,11.93,7
2019-01-26,21,,35.59,12,24.01,10.56,14.68,,4,4.78,,,15.61,7
2019-01-26,22,9.66,,13,12.3,10.12,13.83,,,,5.83,,15.14,6
2019-01-26,23,,12.77,4,20.98,,16.76,,2,7.75,4.36,,10.64,2
2019-01-27,0,,9.83,,26.53,17.1,14.67,9,,9.67,,,,3
2019-01-27,1,,7.26,,24.65,20.61,,,,6.3,,,,16
2019-01-27,2,6.73,5.16,,22.32,20.73,11.93,21,2,4.42,3.4,,,8
2019-01-27,3,3.95,4.41,2,18.29,,10.45,5,3,,2.75,,,14
2019-01-27,4,,,3,20.01,27.96,9.19,9,,4.22,,,35.38,22
2019-01-27,5,8.31,,,25.41,24.27,11.7,,2,,4.67,,,25
2019-01-27,6,17.86,,3,25.48,21.52,19.95,,6,,,,,32
2019-01-27,7,,,4,27.2,18.34,24.92,,12,,,,28.07,28
2019-01-27,8,40.02,,13,21.71,,13.33,23,13,23.98,20.94,,24.63,
2019-01-27,9,26.2,20.6,15,19.48,22.84,10.68,16,2,20.95,21.22,,27.27,
2019-01-27,10,21.85,14.08,6,15,15.83,10.44,,2,19.01,17.87,,35.33,
2019-01-27,11,24.37,11.54,22,11.65,12,,,3,11.27,13.64,,18.66,5
2019-01-27,12,18.35,11.81,18,9.1,9.34,7.7,7,,11.21,12.67,,7.44,
2019-01-27,13,11.35,8.42,15,7.05,6.85,6.35,3,2,9,13.08,,7.78,
2019-01-27,14,6.24,7.26,11,5.74,5.83,6.31,3,,7.26,11.52,,5.54,
2019-01-27,15,5.47,9.08,14,6.36,6.2,6.47,5,2,7.15,9.91,,6.55,
2019-01-27,16,5.09,13.57,9,7.79,6.7,7.59,7,15,7.85,8.81,,6.37,
2019-01-27,17,7.18,16.09,12,10.66,8.74,11.32,12,15,7.42,11.53,,8.69,14
2019-01-27,18,9.36,15.47,,12.76,9.31,14.24,19,23,9.65,13.53,,10.59,8
2019-01-27,19,9.64,15.74,37,20.93,18.1,17.11,,21,11.88,17.63,,11.45,21
2019-01-27,20,11.01,22.69,7,30.71,34.86,17.99,15,14,15.91,27.41,,13.43,19
2019-01-27,21,12,24.88,22,28.54,21.29,17.16,22,11,17.51,25.55,,15.92,7
2019-01-27,22,10.08,12.86,14,18.36,21.82,14.33,,5,15.54,17.28,,13.92,11
2019-01-27,23,,9.85,17,15.66,22.6,14.38,14,6,14.71,11.75,,11.53,8
2019-01-28,0,7.81,10.1,3,14,28.77,,7,5,14.26,11.54,,20.03,5
2019-01-28,1,,11.79,9,18.27,26.3,19.54,26,3,13.41,12.71,,27.2,10
2019-01-28,2,22.73,21.41,4,23.33,23.84,19.78,16,2,12.57,14.92,,32.77,4
2019-01-28,3,16.92,13.25,12,22.46,22.33,25.57,4,3,11.62,14.82,,29.49,10
2019-01-28,4,17.89,11.89,,23.86,20.36,22.81,28,3,11.58,13.57,,23.44,12
2019-01-28,5,18.32,20.82,9,24.52,19.82,22.65,28,2,11.19,20.42,,26.2,2
2019-01-28,6,20.54,30.23,5,26.52,19,22.24,20,3,9.25,24.16,,30.32,15
2019-01-28,7,19.1,31.82,14,32.06,20.55,24.15,24,7,10.48,24.76,,30.74,11
2019-01-28,8,18.85,42.87,23,38.3,26.38,33.37,28,5,13.66,36,,39.09,13
2019-01-28,9,26.22,45.82,46,36.18,27.82,31.06,27,2,13.58,39.67,,62.45,19
2019-01-28,10,35.23,42.18,18,36.54,34.32,32.85,19,2,16.36,36.07,,58.63,11
2019-01-28,11,24.3,44.7,66,37.03,16.04,,46,6,18.77,42.36,,37.85,4
2019-01-28,12,26.04,45.71,39,38.08,7.38,35.71,24,,20.24,46.31,,21.19,8
2019-01-28,13,22.93,30.97,75,33.97,6,,37,3,18.57,27.15,,18.72,14
2019-01-28,14,27.93,29.47,29,29.27,5.39,18.75,13,5,22.32,24.07,21,20.1,18
2019-01-28,15,21.36,22.28,41,28.67,4.72,21,18,8,18.95,22.11,52,22.08,17
2019-01-28,16,19.72,16.06,41,27.01,4.92,24.43,8,7,13.32,25.48,35,18.43,9
2019-01-28,17,15.42,14.09,34,23.17,4.76,20.74,10,11,11.38,21.96,32,9.11,13
2019-01-28,18,10.78,19.15,36,19.21,5.44,19.13,25,12,10.34,17.71,30,5.81,16
2019-01-28,19,15.65,21.97,45,25.28,21.46,28.26,29,8,12.03,21.69,,12.53,29
2019-01-28,20,17.68,34.55,32,24.97,28.39,,23,6,12.62,40.36,53,15.11,14
2019-01-28,21,17.95,46.07,38,23.97,28.94,,43,6,12.5,80.31,54,16.45,11
2019-01-28,22,25.72,77.33,61,64.45,31.82,,49,4,11.56,80.68,22,35.72,23
2019-01-28,23,25.88,16.17,18,22.05,32.33,19.65,25,,15.36,36.08,14,24.21,8
2019-01-29,0,8.72,7.73,3,10.56,19.85,7.81,11,,13.81,14.53,5,8.66,3
2019-01-29,1,8.53,8.65,6,7.66,8.1,8.97,5,2,5.49,5.79,3,6.94,3
2019-01-29,2,8.99,7.77,,5.26,6.7,5.23,14,,5.1,5.19,4,7.6,5
2019-01-29,3,5.95,5.94,,4.48,11.73,4.08,21,2,4.95,4.5,8,7.02,11
2019-01-29,4,4.69,4.69,,4.17,13.46,3.59,,,4.54,4.36,10,5.1,3
2019-01-29,5,4.66,4.14,,3.74,12.49,3.57,3,,4.58,6.04,,4.59,3
2019-01-29,6,6.03,4.92,2,5.15,13.46,3.55,13,,4.27,8.34,2,6.87,7
2019-01-29,7,8.39,6.15,,6,14.11,3.87,11,2,4.47,5.17,5,6.76,4
2019-01-29,8,9.2,7.19,,5.9,14.15,4.5,4,,5.94,8.29,7,8.29,3
2019-01-29,9,10.28,9.22,,5.82,9.35,5.22,9,,6.01,7.3,8,7.23,2
2019-01-29,10,9.22,28.99,5,7.3,10.23,6.48,12,,5.32,6.45,5,9.96,2
2019-01-29,11,8.86,37.85,4,7.57,8.43,8.67,5,,5.06,6.44,12,9.82,3
2019-01-29,12,8.84,20.55,17,9.36,8.81,6.13,5,,5.42,5.76,10,9.51,10
2019-01-29,13,11.02,,26,8.4,9.33,6.32,6,3,5.31,5.91,9,,7
2019-01-29,14,10.17,18.33,,6.99,9.61,7.3,3,8,6.63,7.4,17,9.74,11
2019-01-29,15,8.94,8.18,39,8.72,8.23,5.82,2,13,8.54,7.73,10,10.16,4
2019-01-29,16,9.84,8.64,36,10.88,10.23,6.66,25,8,7.94,7.45,,11.66,15
2019-01-29,17,8.98,7.86,22,9.37,11.87,9.95,21,8,7,7.04,11,9.27,9
2019-01-29,18,7.67,8.63,19,8.42,8.79,8.37,23,4,6.15,7.33,9,8.96,14
2019-01-29,19,7.11,9.52,19,7.86,8.12,7.92,24,4,5.72,13.62,,8.61,7
2019-01-29,20,6.32,8.23,27,7.49,7.47,6.42,21,3,5,8.23,,8.87,2
2019-01-29,21,5.58,10.62,3,8.08,7.54,7.51,9,6,4.61,16.99,,7.52,5
2019-01-29,22,5.09,9.07,6,8.57,7.43,9.42,5,6,4.19,13.87,,9.97,2
2019-01-29,23,4.96,8.16,5,8.59,7.03,10.84,14,,4.26,14.59,,8.85,5
2019-01-30,0,5.3,6.98,,7.41,6.33,12.2,10,2,4.9,12.27,4,6.29,
2019-01-30,1,5.91,9.14,4,8.49,7.63,9.71,22,2,5.69,10.85,,6.23,3
2019-01-30,2,6.17,7.75,5,10.3,8.96,9.01,4,5,6.3,8.64,3,8.23,6
2019-01-30,3,7.19,7.88,3,10.36,10.15,7.89,12,4,6.32,8.23,,7.75,4
2019-01-30,4,7.04,7.54,,9.75,11.27,8.55,13,4,6.78,8.8,4,8.14,3
2019-01-30,5,10.57,9.67,4,10.79,12.04,10.09,14,7,6.71,9.98,,8.35,
2019-01-30,6,12.82,11.2,6,12.85,13.81,11.85,15,2,7.86,9.88,5,9.15,11
2019-01-30,7,14.33,13.79,14,15.97,15.4,11.46,13,4,8.5,12.54,8,12.07,10
2019-01-30,8,22.2,13.83,2,22.71,15.99,16.59,5,2,11.72,17.85,13,21.75,11
2019-01-30,9,19.53,,6,23.8,18.48,,14,3,21.03,21.67,19,22.84,9
2019-01-30,10,20.71,38.32,5,24.66,26.14,23.57,9,,27.73,32.78,32,29.77,4
2019-01-30,11,20.3,24.4,14,23.55,13.98,12.74,20,7,24.02,27.09,37,30.18,15
2019-01-30,12,29.45,32.17,35,24.59,12.76,17.33,14,9,23.96,18.64,15,28.3,14
2019-01-30,13,32.2,19.68,42,31.37,17.08,20.58,30,7,20.87,14.68,16,21.67,22
2019-01-30,14,32.18,21.55,52,22.02,27.01,18.08,22,15,16.21,12.5,23,32.07,31
2019-01-30,15,25.33,18.93,38,18.09,29.47,16.31,16,16,15.22,9.58,19,27.22,15
2019-01-30,16,23.59,18.58,33,17.4,23.31,13.78,21,9,12.8,8.45,,30.54,18
2019-01-30,17,20.96,15.07,38,16.71,20.46,11.85,19,12,14.03,8.79,,28.5,25
2019-01-30,18,19.65,13.6,19,19.62,17.5,10.92,17,9,13,9.4,,28.57,14
2019-01-30,19,19.85,11.04,21,25.51,17.64,11.75,18,13,10.69,8.46,12,28.93,20
2019-01-30,20,18.24,17.73,14,28.22,23.56,19.31,12,10,11.6,,7,24.51,27
2019-01-30,21,19.84,20.71,9,36.09,31.16,26.51,21,8,10.43,,4,27.17,23
2019-01-30,22,19.12,23.41,8,35.88,32.24,31.05,16,8,,,10,33.45,34
2019-01-30,23,17.72,19.21,17,34.55,36.49,28.28,9,7,14.8,,6,35.86,22
2019-01-31,0,19.66,,9,31.53,36.06,32.54,32,4,18.95,,6,37.59,27
2019-01-31,1,28.4,38.45,8,42.27,39.49,32.48,33,7,24.46,10.48,7,36.03,23
2019-01-31,2,33.72,37.05,22,46.43,37.43,,56,5,23.48,9.89,6,37.33,26
2019-01-31,3,38.23,39.61,19,44.98,,,42,7,21.6,11.89,6,36.06,34
2019-01-31,4,38.8,32.06,27,44.36,,,34,6,22.69,12.78,,35.81,27
2019-01-31,5,44.14,27.87,25,45.01,,,21,5,21.76,,9,38.73,23
2019-01-31,6,47.59,28.16,21,46.85,45.24,28.7,13,5,,31.1,11,38.82,25
2019-01-31,7,45.31,35.94,27,44.3,43.99,31.22,53,9,40.42,29.11,18,38.83,20
2019-01-31,8,52.35,36.65,22,45.46,45.53,39.97,47,12,39.65,41.11,14,34.03,20
2019-01-31,9,42.51,51.57,36,45.1,48.62,48.82,36,11,39.42,46.28,9,34.49,
2019-01-31,10,44.56,49.01,25,58.03,35.81,41.37,15,7,37.93,39.45,25,37.45,14
2019-01-31,11,45.6,52.73,26,45.81,31.28,41.75,49,9,38.7,45.73,27,,9
2019-01-31,12,35.12,44.31,26,31.06,23.69,31.07,36,8,38.47,45.82,31,17.73,16
2019-01-31,13,22.52,39.46,11,20.78,17.38,22.79,26,8,32.32,33.97,36,23.29,4
2019-01-31,14,24.08,34.67,32,18.65,17.52,14.9,2,11,29.74,23.41,,29.54,21
2019-01-31,15,34.79,20.8,10,23.2,18.29,18.42,2,12,24.54,19.39,,31.02,14
2019-01-31,16,34.71,17.02,12,26.31,21.75,17.97,11,18,28.9,20.61,,33.16,21
2019-01-31,17,33.65,24.59,21,23.64,22.23,18.91,19,16,35.04,26.2,6,36.15,22
2019-01-31,18,37.42,23.56,31,29.19,22.64,22.65,,19,28.12,14.68,11,36.22,24
2019-01-31,19,29.02,14.72,51,31.53,29.12,22.9,52,12,13.75,7.54,,37.76,35
2019-01-31,20,18.08,10.75,8,19.65,24.62,13.49,30,10,8.84,14.2,,30.49,32
2019-01-31,21,15.02,17.59,12,27.71,13.27,15.59,15,9,6.14,17.19,,20.99,16
2019-01-31,22,15.59,13.3,4,31.12,17.84,17.3,9,10,8.77,17.19,,24.74,14
2019-01-31,23,24.56,22.3,20,36.44,19.88,25.07,3,10,10.69,9.84,4,28.96,14
2019-02-01,0,,,,,,,,,,,,,
2019-02-01,1,36.95,13.51,26,37.63,32.38,30.45,2,7,12.02,8.07,3,41.91,28
2019-02-01,2,42.06,20.53,14,40.25,47.24,29.75,26,7,17.28,12.07,6,49.39,27
2019-02-01,3,39.9,26.13,16,44.06,46.97,27.27,33,8,19.43,,5,51.3,36
2019-02-01,4,,29.76,27,37.99,53.13,23.59,35,15,24.19,,8,59.65,36
2019-02-01,5,49.37,32.14,17,41.16,60.17,31.92,35,22,37.38,24.32,9,80.03,30
2019-02-01,6,54.37,36.05,26,65.62,54.28,34.14,45,20,43.56,31.73,20,,36
2019-02-01,7,64.74,41.73,23,69.66,53.65,40.54,51,17,49.87,30.34,32,125.02,29
2019-02-01,8,60.8,54.62,18,58.96,56.29,41.74,59,21,60.61,43.11,14,112.55,34
2019-02-01,9,69.65,84.9,45,57.39,47.1,40.54,52,14,61.48,51.36,12,137.18,15
2019-02-01,10,76.8,40.45,16,81.8,45.25,39.08,30,4,60.11,47.87,16,64.63,25
2019-02-01,11,81.25,28.3,15,78.73,63.75,28.93,16,20,37.96,60.01,49,44.65,45
2019-02-01,12,47.41,17.68,4,44.54,46.32,27.33,13,6,24.98,28.8,36,53.08,35
2019-02-01,13,36.89,13.81,7,34.26,35.25,26.42,5,16,26.51,32.88,24,40.34,22
2019-02-01,14,33.95,21.98,32,23.71,37.28,20.07,3,19,30.43,31.71,36,39.87,19
2019-02-01,15,34.06,30.77,41,37.42,32.18,27.61,20,19,23.23,22.69,21,40.17,25
2019-02-01,16,29.25,20.85,41,32.27,34.52,26.97,20,18,18.6,14.28,,31.36,24
2019-02-01,17,20.93,15.35,12,23.03,32.15,17.13,22,17,17.27,13.86,,29.48,22
2019-02-01,18,22.49,14.56,27,19.06,23.4,15.16,23,17,15.51,14.78,,26.08,11
2019-02-01,19,21.83,16.31,26,21,19.56,17.39,33,10,,12.54,,27.56,21
2019-02-01,20,15.94,14.9,29,19,22.68,20.16,11,7,,12.18,,25.87,14
2019-02-01,21,14.7,14.65,11,18.96,22.94,25.17,3,8,,17.71,,22.05,4
2019-02-01,22,16.53,15.22,30,19.1,23.32,24.97,6,10,9.84,13.01,,23.21,10
2019-02-01,23,15.72,13.35,10,16.63,19.84,20.51,16,9,8.5,12.27,,18.95,7
2019-02-02,0,11.6,10.87,9,15.98,20.33,16.72,,7,8.77,11.84,,14.16,
2019-02-02,1,12.17,10.43,5,16.16,17.7,12.01,27,6,8.32,10.91,22,12.4,2
2019-02-02,2,11.67,10.55,10,18.13,17.59,10.6,10,5,,10.32,18,12.37,4
2019-02-02,3,11.41,11.27,15,15.13,18.05,10.25,15,7,,10.79,13,12.21,4
2019-02-02,4,12.06,13.06,10,17,19.48,10.41,21,4,,12.97,12,12.48,6
2019-02-02,5,12.53,16.44,16,17.54,20.61,12.62,22,4,8.75,12.93,10,12.95,6
2019-02-02,6,13.71,25.11,19,19.04,21.39,15.05,21,4,9.84,15.35,17,14.25,5
2019-02-02,7,16.27,26.28,17,22.51,20.29,20.74,26,2,11.76,13.37,7,15.6,16
2019-02-02,8,,30.08,17,29.13,23.11,23.77,31,3,19.53,,13,23.48,8
2019-02-02,9,34.67,39.86,14,40.14,26.3,25.1,23,,24.43,21.66,29,30.11,8
2019-02-02,10,57.27,29.91,13,45.17,48.17,27.06,28,2,,32.37,22,25.78,
2019-02-02,11,,30.89,3,56.66,49.84,28.55,41,,,,5,26.21,14
2019-02-02,12,,41.71,32,45.23,64.27,33.21,41,4,,,27,36.85,31
2019-02-02,13,,30.31,22,48.9,46.29,36.36,21,15,,,50,49.4,43
2019-02-02,14,,28.9,30,46.58,45.43,32.34,22,18,22.45,,35,47.68,34
2019-02-02,15,,25.84,24,41.79,48.42,29.6,11,10,20.33,,20,42.19,24
2019-02-02,16,,29.38,46,38.44,43.47,27.84,28,18,23.7,,15,38.62,32
2019-02-02,17,,30.59,39,37.99,44.16,28.05,37,15,24.3,,17,35.6,19
2019-02-02,18,,28.61,38,41.09,42.96,29.7,41,17,20.13,,20,36.38,31
2019-02-02,19,,26.41,32,35.98,45.22,28.58,37,16,18.61,,22,32.94,40
2019-02-02,20,,31.7,23,32.38,45.87,26.77,15,15,,,41,30.94,26
2019-02-02,21,,60.29,38,38.53,44.73,28.28,28,16,,,43,35.72,24
2019-02-02,22,,49.52,42,48.23,44.06,31.5,36,10,,,46,59.34,30
2019-02-02,23,,56.21,45,75.36,43.61,40.58,29,9,37.71,,67,81.57,28
2019-02-03,0,,45.97,62,93.32,70.26,59.33,34,12,30.74,,65,91.32,40
2019-02-03,1,,42.54,52,101.03,56.74,60.8,35,8,29.09,,48,76.03,32
2019-02-03,2,,34.92,49,82.44,48.44,49.9,35,2,26.45,,31,83.37,36
2019-02-03,3,,25.78,39,84.22,58.27,30.83,73,8,21.79,,28,80.58,32
2019-02-03,4,,33.47,31,74.08,65.59,46.21,68,14,23.87,,32,79.4,41
2019-02-03,5,,50.77,41,61.34,65.41,52.65,62,6,,,30,73.15,32
2019-02-03,6,,53.92,42,66.55,74.2,49.01,61,11,,,28,73.22,27
2019-02-03,7,,59.45,56,67.15,63,45.16,51,8,,,30,71.35,20
2019-02-03,8,,54.61,69,68.58,58.19,50.32,59,7,,,34,77.2,24
2019-02-03,9,,50.59,40,75.31,57.34,53.03,65,9,53.43,,30,,31
2019-02-03,10,,47.07,5,76.47,,51.1,34,10,62.87,,34,77.55,46
2019-02-03,11,,49.62,14,74.71,122.33,47.36,56,36,68.51,,50,53.85,59
2019-02-03,12,,51.78,22,74.5,109.37,54.27,61,26,64.58,,55,55.21,41
2019-02-03,13,,40.82,40,85.15,50.73,59.89,38,33,56.89,,41,56.41,46
2019-02-03,14,61.26,33.72,33,66,54.6,51.22,32,40,47.78,,30,74.74,72
2019-02-03,15,50.5,31.61,39,50.95,59.62,37.51,11,25,43.77,,27,60.33,17
2019-02-03,16,52.86,29.52,27,41.43,65.86,31.38,27,27,41.07,,24,54.6,33
2019-02-03,17,54.84,31.71,34,45.47,51.59,33.66,47,22,,,30,56.95,44
2019-02-03,18,42.8,34.05,23,51.27,49.18,36.13,41,20,,,38,51.95,50
2019-02-03,19,43.51,51.01,45,47.49,57.89,55.28,34,12,32.7,,54,46.44,35
2019-02-03,20,38.48,71.3,55,53.76,59.69,83.76,29,10,38.36,,46,52.99,38
2019-02-03,21,29.75,76.44,38,94.16,,71.52,58,17,41.75,,54,71.04,25
2019-02-03,22,,45.65,35,111.82,,56.96,86,15,42.81,,46,86.67,24
2019-02-03,23,64.46,53.66,45,98.08,,44.06,55,11,47.6,,34,82.29,36
2019-02-04,0,52.6,65.73,48,85.79,,30.35,61,9,37.09,,48,71.28,37
2019-02-04,1,46.97,65.12,38,86.58,45.79,30.37,44,13,32.66,,47,73.47,37
2019-02-04,2,,57.66,53,75.31,48.07,32.59,72,14,31.39,,37,65.69,39
2019-02-04,3,63.08,38.17,40,69.35,53.61,26.49,45,8,,,34,59.72,28
2019-02-04,4,65.38,36.34,42,56.36,55.64,34.7,48,11,24.22,,32,58.55,34
2019-02-04,5,54.47,38.06,36,57.35,56.39,36.7,61,9,22.17,,30,54.97,33
2019-02-04,6,50.66,45.55,48,66.27,59.36,50.49,47,3,21.36,,27,51.01,31
2019-02-04,7,52.93,53.87,42,69.47,61.7,41.74,51,8,31.64,,30,51.74,17
2019-02-04,8,64.4,55.6,52,74.66,54.58,36.6,45,12,41.44,,,61.74,12
2019-02-04,9,35.96,65.43,21,68.26,53.41,42.55,32,9,44.39,,21,65.14,4
2019-02-04,10,43.83,56.25,40,65.27,51.03,54.71,59,11,53.94,,16,42.09,6
2019-02-04,11,40.57,48.12,37,99.7,35.77,50.73,42,15,42.41,,39,,4
2019-02-04,12,58.35,37.37,49,64.41,28.47,46.15,18,10,,,29,30.58,10
2019-02-04,13,58.21,39.18,29,60.29,27.54,44.72,67,21,41.07,,43,22.73,25
2019-02-04,14,48.19,31.03,32,48.5,41.82,32.3,50,24,40.58,,23,47.67,43
2019-02-04,15,52.67,34.51,31,41.98,35.71,30.92,26,21,44.07,,31,44.53,37
2019-02-04,16,49.68,41.96,58,47.4,37.25,34.99,48,29,46.92,,42,33.41,36
2019-02-04,17,46.87,36.97,53,50.85,40.27,43.13,47,24,41.58,,33,32.99,33
2019-02-04,18,40.06,30.14,42,41.23,41.72,38.63,50,26,,,28,39.31,37
2019-02-04,19,34.48,34.08,51,36.02,36.28,34.87,51,25,31.45,,35,33.31,53
2019-02-04,20,38.35,41.28,37,35.27,30.43,48.89,54,18,35.78,42.55,25,33.25,37
2019-02-04,21,38.08,44.94,46,44.98,33.7,43.05,18,20,34.32,42.61,39,36.26,40
2019-02-04,22,44.06,62.17,44,57.72,35.07,40.86,48,16,27.61,50.86,47,37.59,42
2019-02-04,23,47.78,52.67,51,51.63,38.19,37.63,42,18,27.17,64.93,44,39.24,42
2019-02-05,0,45.11,47.56,48,61.47,43.26,28.87,45,19,28.61,52.34,37,43.5,38
2019-02-05,1,42.35,50.49,62,60.76,39.7,29.07,41,16,29.95,45.55,29,45.74,27
2019-02-05,2,46.01,50.52,37,52.71,38.31,29.76,54,18,29.58,36.73,34,49.61,23
2019-02-05,3,44.37,39.51,43,51.56,40.06,32.24,47,18,30.41,36.37,44,43.34,22
2019-02-05,4,42.18,45.34,48,50.94,41.34,36.39,44,15,28.92,41.84,39,38.29,36
2019-02-05,5,41.48,48.29,55,60.04,44.14,35.3,59,15,27.86,33.13,36,37.52,23
2019-02-05,6,,49.25,41,58.69,47.65,37.84,51,,27.58,25.67,34,43.82,29
2019-02-05,7,,54.55,57,64.96,45.18,42.39,61,12,26.68,,29,45.05,23
2019-02-05,8,,62.46,57,70.08,42.23,45.65,37,14,27.42,29.24,18,49.04,23
2019-02-05,9,,70.13,142,72.12,41.37,50.91,58,12,29.78,29.23,25,47.91,12
2019-02-05,10,,71.58,28,64.85,37.8,43.32,50,3,,38.56,29,32.69,9
2019-02-05,11,,68.55,36,59.8,36.93,36.36,72,11,45.22,,33,37.45,8
2019-02-05,12,,53.62,38,66.89,32.69,35.79,31,19,46.99,72.88,34,32.02,54
2019-02-05,13,,45.98,66,59.28,31.72,38.6,53,23,54.59,46.02,77,53.93,58
2019-02-05,14,,43.3,55,65.99,47.55,45.47,40,23,43.42,45.27,,73.8,74
2019-02-05,15,,47.21,60,57.17,52.2,44.73,63,32,44.97,35.2,41,68.28,66
2019-02-05,16,,44.19,34,63.29,57.38,43.96,50,29,42.53,30.3,36,59.68,65
2019-02-05,17,,33.71,37,59.71,59.39,44.72,55,25,38.9,28.03,29,54.82,64
2019-02-05,18,,30.21,34,47.04,58.22,35.1,44,19,30.38,26.63,23,52.03,52
2019-02-05,19,,29.98,45,49.23,51.25,36.14,47,24,,34.34,52,49.17,56
2019-02-05,20,,35.06,55,38.32,54.41,32.31,22,19,34.66,42.42,44,46.3,37
2019-02-05,21,,44.57,66,64.35,62.91,31.39,25,19,36.09,48.5,43,56.19,26
2019-02-05,22,,69.68,58,76.53,71.94,58.05,57,11,33.16,53.93,45,64.05,51
