Date,year,month,day,ozone,AOD,RD
150111,2015,1,11,240.0,0.227,9.78
150116,2015,1,16,243.0,0.475,9.55
150207,2015,2,7,254.0,0.227,9.64
150209,2015,2,9,259.0,0.103,9.63
150210,2015,2,10,245.0,0.165,10.24
150218,2015,2,18,253.0,0.165,10.15
150220,2015,2,20,254.0,0.258,10.27
150221,2015,2,21,248.0,0.196,10.72
150221,2015,2,21,248.0,0.196,10.72
150303,2015,3,3,250.0,0.32,10.39
150312,2015,3,12,254.0,0.258,9.79
150323,2015,3,23,254.0,0.258,9.02
150324,2015,3,24,258.0,0.289,9.84
150327,2015,3,27,248.0,0.289,9.86
150328,2015,3,28,254.0,0.258,9.83
150329,2015,3,29,251.0,0.196,10.75
150330,2015,3,30,254.0,0.258,9.83
150402,2015,4,2,261.0,0.351,10.36
150422,2015,4,22,258.0,0.877,9.17
150428,2015,4,28,253.0,0.227,10.27
150501,2015,5,1,261.0,0.258,9.82
150507,2015,5,7,252.0,0.382,9.86
150509,2015,5,9,256.0,0.382,9.34
150525,2015,5,25,262.0,0.351,10.26
150626,2015,6,26,273.0,0.382,9.89
150706,2015,7,6,276.0,0.382,10.69
150710,2015,7,10,272.0,0.258,10.15
150711,2015,7,11,269.0,0.258,10.28
150712,2015,7,12,273.0,0.32,9.54
150713,2015,7,13,269.0,0.382,9.41
150714,2015,7,14,274.0,0.32,10.42
150715,2015,7,15,275.0,0.32,10.18
150719,2015,7,19,271.0,0.382,9.68
150721,2015,7,21,274.0,0.382,9.62
150723,2015,7,23,275.0,0.382,10.21
150727,2015,7,27,269.0,0.32,9.27
150728,2015,7,28,272.0,0.351,10.16
150729,2015,7,29,269.0,0.413,9.91
150731,2015,7,31,279.0,0.32,10.94
150802,2015,8,2,269.0,0.32,9.61
150804,2015,8,4,270.0,0.382,10.14
150805,2015,8,5,272.0,0.382,11.0
150806,2015,8,6,273.0,0.444,9.37
150807,2015,8,7,274.0,0.351,10.28
150808,2015,8,8,284.0,0.382,10.04
150809,2015,8,9,283.0,0.382,9.39
