Date,year,month,day,ozone,AOD,RD
150111,2015,1,11,240.0,0.289,10.22
150112,2015,1,12,237.0,0.444,10.52
150117,2015,1,17,236.0,0.444,9.47
150120,2015,1,20,238.0,0.32,10.51
150127,2015,1,27,239.0,0.351,10.64
150129,2015,1,29,237.0,0.382,10.87
150204,2015,2,4,238.0,0.351,9.96
150207,2015,2,7,254.0,0.413,9.43
150208,2015,2,8,245.0,0.258,10.2
150209,2015,2,9,259.0,0.32,9.01
150210,2015,2,10,245.0,0.32,10.58
150211,2015,2,11,255.0,0.382,10.88
150218,2015,2,18,253.0,0.382,10.74
150219,2015,2,19,245.0,0.444,10.34
150220,2015,2,20,254.0,0.505,11.0
150225,2015,2,25,249.0,0.444,10.79
150226,2015,2,26,245.0,0.382,10.86
150303,2015,3,3,250.0,0.567,10.8
150312,2015,3,12,254.0,0.444,10.26
150322,2015,3,22,259.0,0.505,9.39
150323,2015,3,23,254.0,0.505,10.69
150324,2015,3,24,258.0,0.505,10.2
150327,2015,3,27,248.0,0.536,10.1
150328,2015,3,28,254.0,0.505,9.48
150329,2015,3,29,251.0,0.475,10.01
150330,2015,3,30,254.0,0.505,9.27
150402,2015,4,2,261.0,0.629,9.76
150423,2015,4,23,254.0,0.66,9.63
150426,2015,4,26,253.0,0.475,10.1
150428,2015,4,28,253.0,0.505,10.52
150429,2015,4,29,255.0,0.505,9.96
150430,2015,4,30,253.0,0.505,9.14
150501,2015,5,1,261.0,0.475,9.68
150508,2015,5,8,254.0,0.876,9.78
150509,2015,5,9,256.0,0.598,9.93
150515,2015,5,15,259.0,0.629,9.49
150516,2015,5,16,258.0,0.567,10.46
150525,2015,5,25,262.0,0.567,9.33
150602,2015,6,2,265.0,0.505,10.85
150604,2015,6,4,257.0,0.598,10.04
150626,2015,6,26,273.0,0.505,9.4
150712,2015,7,12,273.0,0.258,9.2
150713,2015,7,13,269.0,0.32,10.18
150714,2015,7,14,274.0,0.258,10.17
150715,2015,7,15,275.0,0.258,10.66
150716,2015,7,16,272.0,0.32,10.07
150718,2015,7,18,282.0,0.258,9.81
150719,2015,7,19,271.0,0.32,10.31
150721,2015,7,21,274.0,0.289,9.83
150723,2015,7,23,275.0,0.32,9.71
150724,2015,7,24,280.0,0.351,10.09
150726,2015,7,26,272.0,0.258,10.08
150727,2015,7,27,269.0,0.258,9.84
150728,2015,7,28,272.0,0.289,10.1
150729,2015,7,29,269.0,0.382,9.09
150730,2015,7,30,278.0,0.258,10.58
150802,2015,8,2,269.0,0.258,9.85
150804,2015,8,4,270.0,0.32,10.26
150805,2015,8,5,272.0,0.32,9.63
150806,2015,8,6,273.0,0.351,10.16
150807,2015,8,7,274.0,0.289,9.77
150808,2015,8,8,284.0,0.32,10.04
150809,2015,8,9,283.0,0.289,10.03
150810,2015,8,10,284.0,0.289,10.05
150811,2015,8,11,281.0,0.289,10.05
150816,2015,8,16,269.0,0.227,9.83
150818,2015,8,18,283.0,0.32,9.24
150821,2015,8,21,272.0,0.258,10.66
150823,2015,8,23,277.0,0.258,10.44
150827,2015,8,27,272.0,0.196,10.99
150828,2015,8,28,272.0,0.134,10.37
150829,2015,8,29,275.0,0.196,9.41
150831,2015,8,31,283.0,0.258,10.58
150901,2015,9,1,279.0,0.258,10.1
151011,2015,10,11,271.0,0.196,10.44
151012,2015,10,12,267.0,0.32,9.17
