Date,year,month,day,ozone,AOD,RD
150111,2015,1,11,240.0,0.444,10.71
150112,2015,1,12,237.0,0.691,9.98
150117,2015,1,17,236.0,0.66,10.21
150120,2015,1,20,238.0,0.505,10.15
150127,2015,1,27,239.0,0.567,9.65
150129,2015,1,29,237.0,0.629,9.21
150204,2015,2,4,238.0,0.567,9.18
150207,2015,2,7,254.0,0.629,9.72
150208,2015,2,8,245.0,0.444,9.03
150209,2015,2,9,259.0,0.505,9.01
150210,2015,2,10,245.0,0.505,10.43
150211,2015,2,11,255.0,0.629,9.5
150218,2015,2,18,253.0,0.629,9.4
150219,2015,2,19,245.0,0.691,9.89
150220,2015,2,20,254.0,0.814,9.28
150225,2015,2,25,249.0,0.691,10.49
150226,2015,2,26,245.0,0.629,9.58
150303,2015,3,3,250.0,0.876,10.02
150312,2015,3,12,254.0,0.691,10.12
150322,2015,3,22,259.0,0.752,10.07
150323,2015,3,23,254.0,0.814,9.19
150324,2015,3,24,258.0,0.752,10.86
150327,2015,3,27,248.0,0.814,10.23
150328,2015,3,28,254.0,0.752,10.13
150329,2015,3,29,251.0,0.752,9.38
150330,2015,3,30,254.0,0.752,9.92
150402,2015,4,2,261.0,0.938,10.02
150423,2015,4,23,254.0,0.969,10.41
150426,2015,4,26,253.0,0.752,9.38
150428,2015,4,28,253.0,0.814,9.28
150429,2015,4,29,255.0,0.752,10.7
150430,2015,4,30,253.0,0.752,9.75
150501,2015,5,1,261.0,0.752,9.08
150509,2015,5,9,256.0,0.876,10.95
150515,2015,5,15,259.0,0.938,9.87
150516,2015,5,16,258.0,0.876,10.06
150525,2015,5,25,262.0,0.814,10.84
150602,2015,6,2,265.0,0.814,9.49
150604,2015,6,4,257.0,0.876,10.95
150626,2015,6,26,273.0,0.752,10.15
150712,2015,7,12,273.0,0.382,10.3
150713,2015,7,13,269.0,0.505,10.3
150714,2015,7,14,274.0,0.444,9.51
150715,2015,7,15,275.0,0.444,9.99
150716,2015,7,16,272.0,0.505,10.3
150718,2015,7,18,282.0,0.382,10.93
150719,2015,7,19,271.0,0.505,10.42
150721,2015,7,21,274.0,0.444,10.51
150723,2015,7,23,275.0,0.505,9.93
150724,2015,7,24,280.0,0.567,9.74
150726,2015,7,26,272.0,0.444,9.52
150727,2015,7,27,269.0,0.382,10.95
150728,2015,7,28,272.0,0.505,9.06
150729,2015,7,29,269.0,0.567,10.01
150730,2015,7,30,278.0,0.444,9.9
150802,2015,8,2,269.0,0.382,10.98
150804,2015,8,4,270.0,0.505,10.48
150805,2015,8,5,272.0,0.505,9.86
150806,2015,8,6,273.0,0.567,9.8
150807,2015,8,7,274.0,0.444,10.45
150808,2015,8,8,284.0,0.505,10.25
150809,2015,8,9,283.0,0.444,10.59
150810,2015,8,10,284.0,0.444,10.72
150811,2015,8,11,281.0,0.444,10.74
150816,2015,8,16,269.0,0.382,9.61
150818,2015,8,18,283.0,0.505,9.47
150821,2015,8,21,272.0,0.444,9.97
150823,2015,8,23,277.0,0.444,9.74
150827,2015,8,27,272.0,0.382,9.5
150828,2015,8,28,272.0,0.258,9.93
150829,2015,8,29,275.0,0.32,9.74
150831,2015,8,31,283.0,0.444,10.0
150901,2015,9,1,279.0,0.444,9.4
151011,2015,10,11,271.0,0.32,10.71
151012,2015,10,12,267.0,0.505,9.17
151014,2015,10,14,266.0,0.32,10.12
151015,2015,10,15,270.0,0.505,9.31
151026,2015,10,26,254.0,0.134,9.17
151027,2015,10,27,262.0,0.258,10.64
151028,2015,10,28,253.0,0.196,10.2
151102,2015,11,2,249.0,0.134,9.22
151122,2015,11,22,244.0,0.32,9.2
151123,2015,11,23,249.0,0.258,10.74
