Date,year,month,day,ozone,AOD,RD
150111,2015,1,11,274.0,0.752,10.66
150129,2015,1,29,262.889,0.876,9.16
150204,2015,2,4,259.424,0.814,9.07
150208,2015,2,8,259.424,0.752,9.94
150209,2015,2,9,279.533,0.752,10.92
150210,2015,2,10,282.378,0.783,10.63
150211,2015,2,11,259.424,0.876,10.27
150219,2015,2,19,290.767,0.876,9.09
150225,2015,2,25,281.067,0.938,9.66
150329,2015,3,29,287.6,0.938,10.96
150330,2015,3,30,278.733,0.969,10.72
150501,2015,5,1,313.044,0.969,9.34
150516,2015,5,16,316.622,0.999,10.96
150712,2015,7,12,298.533,0.984,10.58
150727,2015,7,27,287.236,0.969,10.2
150731,2015,7,31,297.144,0.969,9.72
150803,2015,8,3,297.389,0.969,10.93
150809,2015,8,9,289.411,0.996,10.78
150827,2015,8,27,282.0,0.938,9.55
151011,2015,10,11,260.191,0.876,9.53
151026,2015,10,26,258.044,0.752,9.18
151027,2015,10,27,260.191,0.783,9.44
160115,2016,1,15,255.023,0.752,10.21
160116,2016,1,16,285.522,0.752,9.48
160117,2016,1,17,255.023,0.752,10.57
160118,2016,1,18,278.0,0.783,10.98
160119,2016,1,19,281.178,0.845,9.86
160120,2016,1,20,255.023,0.845,9.3
160121,2016,1,21,273.033,0.814,10.52
160122,2016,1,22,255.023,0.783,10.44
160123,2016,1,23,270.922,0.783,9.7
160124,2016,1,24,255.023,0.814,10.05
160201,2016,2,1,252.978,0.752,10.46
160202,2016,2,2,259.424,0.814,10.11
160203,2016,2,3,254.2,0.783,9.4
160204,2016,2,4,259.424,0.783,10.22
160206,2016,2,6,261.5,0.783,10.3
160210,2016,2,10,274.933,0.783,10.21
160211,2016,2,11,259.424,0.814,10.76
160212,2016,2,12,267.944,0.845,9.8
160314,2016,3,14,273.379,0.938,9.04
160403,2016,4,3,271.289,0.938,10.03
160404,2016,4,4,268.667,0.938,9.14
160504,2016,5,4,273.178,1.0,11.15
160506,2016,5,6,287.7,0.969,10.14
160606,2016,6,6,283.44,0.876,9.03
160704,2016,7,4,296.244,1.0,11.51
160706,2016,7,6,284.567,0.992,10.79
160709,2016,7,9,287.0,1.0,11.7
160711,2016,7,11,287.236,0.938,10.33
160714,2016,7,14,280.4,0.969,10.85
160715,2016,7,15,291.133,0.969,10.34
160716,2016,7,16,280.044,0.984,10.42
160722,2016,7,22,283.367,0.907,10.2
160724,2016,7,24,300.178,0.969,10.88
160801,2016,8,1,283.789,0.969,9.73
160802,2016,8,2,280.633,0.969,10.58
160803,2016,8,3,284.181,0.969,10.25
160823,2016,8,23,276.189,0.938,9.32
160903,2016,9,3,265.2,0.907,10.09
160912,2016,9,12,280.822,0.969,10.73
161011,2016,10,11,260.191,0.845,9.6
161012,2016,10,12,250.811,0.845,10.26
161031,2016,10,31,260.191,0.814,10.99
161115,2016,11,15,271.244,0.783,9.62
170207,2017,2,7,259.424,0.907,9.84
170208,2017,2,8,245.822,0.876,10.67
170221,2017,2,21,248.767,0.907,10.1
170325,2017,3,25,274.567,0.996,10.7
170329,2017,3,29,263.533,1.0,11.66
170330,2017,3,30,267.6,1.0,11.98
170331,2017,3,31,273.379,0.992,10.96
170401,2017,4,1,280.667,0.984,10.9
170403,2017,4,3,286.378,0.992,10.7
170419,2017,4,19,297.144,0.992,10.64
170505,2017,5,5,309.622,0.969,10.5
170506,2017,5,6,291.244,0.984,10.9
