Date,year,month,day,ozone,AOD,RD
150111,2015,1,11,258.8,0.258,9.36
150116,2015,1,16,257.936,0.505,9.38
150207,2015,2,7,258.633,0.258,9.68
150209,2015,2,9,267.1,0.134,9.72
150210,2015,2,10,261.9,0.196,10.26
150218,2015,2,18,269.833,0.196,10.11
150220,2015,2,20,258.843,0.289,10.28
150221,2015,2,21,254.789,0.258,9.2
150221,2015,2,21,254.789,0.258,9.2
150303,2015,3,3,258.656,0.351,10.29
150312,2015,3,12,258.548,0.289,9.56
150323,2015,3,23,256.211,0.258,10.06
150324,2015,3,24,259.643,0.32,9.5
150327,2015,3,27,251.822,0.32,9.4
150328,2015,3,28,258.548,0.258,10.8
150329,2015,3,29,263.733,0.227,10.36
150330,2015,3,30,252.0,0.258,10.73
150402,2015,4,2,256.144,0.382,9.91
150422,2015,4,22,255.25,0.876,10.0
150428,2015,4,28,247.956,0.258,9.7
150501,2015,5,1,236.633,0.258,10.64
150507,2015,5,7,245.1,0.382,10.55
150509,2015,5,9,250.733,0.382,10.03
150525,2015,5,25,240.867,0.382,9.64
150626,2015,6,26,249.933,0.382,10.71
150706,2015,7,6,261.922,0.413,10.23
150710,2015,7,10,252.367,0.289,9.82
150711,2015,7,11,254.477,0.289,9.94
150712,2015,7,12,254.767,0.32,10.46
150713,2015,7,13,254.233,0.382,10.35
150714,2015,7,14,255.838,0.351,9.97
150715,2015,7,15,252.167,0.351,9.84
150719,2015,7,19,262.633,0.382,10.62
150721,2015,7,21,253.8,0.382,10.62
150723,2015,7,23,250.356,0.413,9.86
150727,2015,7,27,254.477,0.32,10.23
150728,2015,7,28,260.567,0.382,9.75
150729,2015,7,29,255.9,0.444,9.5
150731,2015,7,31,263.6,0.382,9.25
150802,2015,8,2,252.322,0.32,10.63
150804,2015,8,4,263.9,0.413,9.78
150805,2015,8,5,254.767,0.444,9.26
150806,2015,8,6,261.933,0.444,10.33
150807,2015,8,7,265.2,0.382,9.8
150808,2015,8,8,253.144,0.413,9.8
150809,2015,8,9,256.578,0.382,10.34
150810,2015,8,10,248.578,0.382,9.82
150811,2015,8,11,251.8,0.351,10.08
150813,2015,8,13,257.4,0.32,9.71
150818,2015,8,18,255.767,0.382,9.39
150826,2015,8,26,257.544,0.32,9.23
150827,2015,8,27,261.333,0.32,9.38
150829,2015,8,29,262.033,0.227,10.17
150830,2015,8,30,260.078,0.289,10.07
150901,2015,9,1,264.533,0.32,10.76
150903,2015,9,3,264.089,0.32,9.63
150905,2015,9,5,278.9,0.382,10.09
150908,2015,9,8,263.789,0.351,10.04
150928,2015,9,28,270.556,0.289,10.01
151001,2015,10,1,264.733,0.32,9.14
151002,2015,10,2,276.725,0.32,10.05
151011,2015,10,11,254.9,0.289,10.33
151012,2015,10,12,257.056,0.289,10.24
151014,2015,10,14,254.267,0.227,10.19
151015,2015,10,15,269.689,0.196,10.08
151025,2015,10,25,267.111,0.134,9.02
151026,2015,10,26,263.111,0.103,10.38
151027,2015,10,27,270.122,0.227,9.85
151028,2015,10,28,275.811,0.196,9.92
151101,2015,11,1,268.333,0.072,10.72
151203,2015,12,3,268.233,0.227,9.69
151214,2015,12,14,257.989,0.165,10.12
151215,2015,12,15,257.722,0.134,9.44
151225,2015,12,25,259.075,0.289,10.54
160111,2016,1,11,270.933,0.289,10.48
160203,2016,2,3,254.078,0.227,9.6
160210,2016,2,10,256.122,0.134,10.57
160211,2016,2,11,257.925,0.165,9.76
160212,2016,2,12,273.3,0.072,10.57
160213,2016,2,13,258.4,0.165,10.25
160214,2016,2,14,262.211,0.196,9.75
160215,2016,2,15,254.5,0.103,9.68
160216,2016,2,16,259.0,0.196,10.22
160217,2016,2,17,258.289,0.32,9.26
160218,2016,2,18,256.1,0.258,9.96
160219,2016,2,19,256.822,0.289,10.2
160224,2016,2,24,259.833,0.227,9.63
160225,2016,2,25,249.822,0.196,9.01
160301,2016,3,1,252.722,0.289,10.32
160302,2016,3,2,249.911,0.32,10.28
160312,2016,3,12,243.6,0.134,9.51
160321,2016,3,21,247.067,0.196,10.1
160322,2016,3,22,251.478,0.196,10.18
160323,2016,3,23,258.548,0.196,9.51
160324,2016,3,24,252.6,0.196,10.11
160325,2016,3,25,245.367,0.32,10.92
160401,2016,4,1,238.4,0.289,9.75
160404,2016,4,4,249.344,0.196,9.93
160405,2016,4,5,256.311,0.289,9.8
160417,2016,4,17,241.2,0.32,9.82
160418,2016,4,18,246.244,0.444,9.7
160425,2016,4,25,255.833,0.258,9.11
160426,2016,4,26,248.2,0.289,9.97
160427,2016,4,27,250.9,0.258,10.19
160428,2016,4,28,246.967,0.382,10.36
160430,2016,4,30,247.544,0.196,10.4
160504,2016,5,4,251.556,0.32,10.79
160506,2016,5,6,250.8,0.289,9.9
160510,2016,5,10,248.554,0.32,10.38
160517,2016,5,17,248.554,0.382,10.79
160607,2016,6,7,248.723,0.258,9.53
160609,2016,6,9,248.723,0.258,9.66
160614,2016,6,14,252.237,0.382,10.06
160618,2016,6,18,248.723,0.258,10.52
160622,2016,6,22,247.078,0.289,10.16
160702,2016,7,2,244.967,0.382,9.81
160723,2016,7,23,254.078,0.32,9.85
160724,2016,7,24,254.467,0.32,9.22
160729,2016,7,29,254.477,0.32,9.49
160731,2016,7,31,257.244,0.289,10.12
160802,2016,8,2,263.5,0.32,9.76
160803,2016,8,3,261.433,0.382,9.78
160804,2016,8,4,260.9,0.382,9.27
160809,2016,8,9,258.211,0.444,9.42
160812,2016,8,12,256.844,0.382,9.06
160825,2016,8,25,257.867,0.505,9.63
160903,2016,9,3,270.367,0.32,10.05
160908,2016,9,8,271.557,0.444,10.22
160909,2016,9,9,268.222,0.444,10.66
160912,2016,9,12,271.6,0.505,9.05
160917,2016,9,17,280.256,0.413,9.64
160920,2016,9,20,265.056,0.382,9.61
160921,2016,9,21,270.756,0.382,10.22
160923,2016,9,23,284.933,0.505,9.43
161005,2016,10,5,261.8,0.505,9.18
161011,2016,10,11,265.189,0.475,9.49
161012,2016,10,12,259.967,0.475,9.7
161013,2016,10,13,263.3,0.475,10.21
161016,2016,10,16,275.222,0.475,9.91
161018,2016,10,18,263.533,0.444,9.7
161028,2016,10,28,255.333,0.691,10.46
161029,2016,10,29,258.656,0.783,10.08
161030,2016,10,30,253.867,0.691,9.8
161031,2016,10,31,239.567,0.752,10.66
170211,2017,2,11,250.622,0.629,9.84
170217,2017,2,17,258.778,0.505,9.84
170218,2017,2,18,252.433,0.413,9.78
170220,2017,2,20,242.367,0.444,9.96
170221,2017,2,21,272.222,0.382,9.14
170222,2017,2,22,257.925,0.382,9.99
170223,2017,2,23,265.967,0.444,10.46
170224,2017,2,24,256.0,0.444,9.11
170226,2017,2,26,260.378,0.876,9.08
170227,2017,2,27,259.278,0.413,10.64
170301,2017,3,1,258.548,0.536,9.94
170306,2017,3,6,260.533,0.536,10.14
170317,2017,3,17,258.548,0.444,9.47
170318,2017,3,18,275.733,0.444,9.73
170321,2017,3,21,256.778,0.505,10.93
170322,2017,3,22,264.256,0.505,10.58
170324,2017,3,24,250.444,0.567,9.19
170325,2017,3,25,270.267,0.444,9.61
170327,2017,3,27,273.7,0.567,10.28
170329,2017,3,29,265.637,0.505,10.06
170330,2017,3,30,271.233,0.505,9.74
170331,2017,3,31,258.548,0.444,10.52
170401,2017,4,1,263.711,0.505,9.11
170403,2017,4,3,282.333,0.444,9.49
170405,2017,4,5,267.333,0.444,10.25
170419,2017,4,19,274.067,0.567,10.7
170426,2017,4,26,258.678,0.567,10.04
170427,2017,4,27,255.25,0.691,10.95
170430,2017,4,30,253.2,0.567,10.43
170501,2017,5,1,249.156,0.629,9.45
170502,2017,5,2,237.8,0.722,9.73
170503,2017,5,3,251.167,0.66,10.58
170504,2017,5,4,248.554,0.629,10.28
170505,2017,5,5,264.633,0.567,9.83
170506,2017,5,6,249.743,0.629,9.55
170514,2017,5,14,254.933,0.691,9.4
170524,2017,5,24,263.933,0.691,10.11
170525,2017,5,25,257.467,0.66,9.81
170608,2017,6,8,260.933,0.629,9.83
170611,2017,6,11,252.089,0.629,10.25
170612,2017,6,12,253.989,0.66,9.7
170616,2017,6,16,249.956,0.629,10.83
170617,2017,6,17,244.75,0.66,9.83
170618,2017,6,18,251.622,0.567,10.24
170619,2017,6,19,246.256,0.691,10.29
170629,2017,6,29,254.556,0.66,10.15
170703,2017,7,3,244.8,0.691,10.89
170704,2017,7,4,245.178,0.752,9.12
170706,2017,7,6,250.667,0.66,9.59
170721,2017,7,21,241.589,0.567,10.41
170724,2017,7,24,290.833,0.629,9.19
170729,2017,7,29,263.167,0.567,9.63
170801,2017,8,1,260.74,0.598,10.35
170812,2017,8,12,261.111,0.567,9.46
170813,2017,8,13,256.378,0.536,10.01
170815,2017,8,15,269.067,0.598,10.04
170816,2017,8,16,259.933,0.598,10.06
170819,2017,8,19,261.889,0.536,10.23
170820,2017,8,20,260.571,0.536,9.68
170823,2017,8,23,256.367,0.475,9.86
170902,2017,9,2,267.836,0.536,10.07
170908,2017,9,8,264.856,0.444,9.79
170911,2017,9,11,272.65,0.444,10.02
170913,2017,9,13,264.267,0.536,9.52
170914,2017,9,14,260.089,0.567,9.98
170915,2017,9,15,270.9,0.567,9.13
171007,2017,10,7,271.638,0.567,9.07
171008,2017,10,8,266.811,0.505,10.75
171009,2017,10,9,273.0,0.444,10.63
171017,2017,10,17,271.878,0.258,10.25
171018,2017,10,18,275.556,0.32,9.55
171019,2017,10,19,268.789,0.32,10.52
171023,2017,10,23,254.25,0.413,10.13
171025,2017,10,25,261.733,0.351,9.61
171026,2017,10,26,262.4,0.351,9.5
171028,2017,10,28,280.7,0.32,9.95
171029,2017,10,29,265.529,0.351,10.5
171209,2017,12,9,257.611,0.227,9.49
180215,2018,2,15,253.122,0.598,10.33
180216,2018,2,16,257.925,0.598,9.55
180302,2018,3,2,241.711,0.567,9.71
180304,2018,3,4,258.548,0.66,10.45
180305,2018,3,5,269.567,0.691,10.07
180307,2018,3,7,260.3,0.536,10.42
180316,2018,3,16,253.986,0.505,10.09
180317,2018,3,17,254.067,0.444,10.78
180319,2018,3,19,257.489,0.475,9.83
180320,2018,3,20,258.548,0.505,10.83
180325,2018,3,25,255.044,0.691,9.3
180330,2018,3,30,264.7,0.536,10.02
180331,2018,3,31,251.467,0.505,10.55
180402,2018,4,2,248.756,0.598,10.37
180406,2018,4,6,262.833,0.598,10.27
180408,2018,4,8,272.967,0.598,9.51
180408,2018,4,8,272.967,0.598,9.51
180409,2018,4,9,254.456,0.629,9.33
180414,2018,4,14,255.25,0.505,10.9
180415,2018,4,15,254.867,0.413,10.16
180416,2018,4,16,251.256,0.505,10.84
180417,2018,4,17,255.775,0.629,9.76
180501,2018,5,1,256.2,0.567,10.82
180508,2018,5,8,264.333,0.567,9.27
180515,2018,5,15,244.833,0.629,9.65
180516,2018,5,16,248.554,0.629,10.51
180517,2018,5,17,253.5,0.629,9.1
180525,2018,5,25,242.157,0.66,10.37
180526,2018,5,26,252.844,0.629,9.66
180527,2018,5,27,246.333,0.629,9.8
180528,2018,5,28,249.367,0.691,10.4
180529,2018,5,29,249.644,0.691,10.26
180530,2018,5,30,259.5,0.722,9.68
180601,2018,6,1,248.723,0.845,10.29
180604,2018,6,4,240.537,0.691,10.99
180605,2018,6,5,248.144,0.567,10.78
180606,2018,6,6,239.867,0.567,10.77
