Date,year,month,day,ozone,AOD,RD
150111,2015,1,11,240.0,0.258,9.5
150116,2015,1,16,243.0,0.505,9.37
150207,2015,2,7,254.0,0.258,9.68
150209,2015,2,9,259.0,0.134,9.73
150210,2015,2,10,245.0,0.196,10.4
150218,2015,2,18,253.0,0.196,10.25
150220,2015,2,20,254.0,0.289,10.29
150221,2015,2,21,248.0,0.258,9.18
150221,2015,2,21,248.0,0.258,9.18
150303,2015,3,3,250.0,0.351,10.28
150312,2015,3,12,254.0,0.289,9.68
150323,2015,3,23,254.0,0.258,10.06
150324,2015,3,24,258.0,0.32,9.5
150327,2015,3,27,248.0,0.32,9.42
150328,2015,3,28,254.0,0.258,10.8
150329,2015,3,29,251.0,0.258,9.09
150330,2015,3,30,254.0,0.258,10.74
150402,2015,4,2,261.0,0.382,9.91
150422,2015,4,22,258.0,0.876,9.99
150428,2015,4,28,253.0,0.258,9.7
150501,2015,5,1,261.0,0.258,10.53
150507,2015,5,7,252.0,0.382,10.56
150509,2015,5,9,256.0,0.382,10.03
150525,2015,5,25,262.0,0.382,9.52
150626,2015,6,26,273.0,0.382,10.6
150706,2015,7,6,276.0,0.413,10.23
150710,2015,7,10,272.0,0.258,10.93
150711,2015,7,11,269.0,0.289,9.83
150712,2015,7,12,273.0,0.32,10.34
150713,2015,7,13,269.0,0.382,10.35
150714,2015,7,14,274.0,0.351,9.96
150715,2015,7,15,275.0,0.351,9.83
150719,2015,7,19,271.0,0.382,10.62
150721,2015,7,21,274.0,0.382,10.5
150723,2015,7,23,275.0,0.413,9.74
150727,2015,7,27,269.0,0.32,10.11
150728,2015,7,28,272.0,0.382,9.75
150729,2015,7,29,269.0,0.444,9.5
150731,2015,7,31,279.0,0.382,9.25
150802,2015,8,2,269.0,0.32,10.52
150804,2015,8,4,270.0,0.413,9.77
150805,2015,8,5,272.0,0.444,9.15
150806,2015,8,6,273.0,0.444,10.33
150807,2015,8,7,274.0,0.382,9.81
150808,2015,8,8,284.0,0.382,10.99
150809,2015,8,9,283.0,0.382,10.2
150810,2015,8,10,284.0,0.382,9.69
150811,2015,8,11,281.0,0.351,9.96
150813,2015,8,13,279.0,0.32,9.6
150818,2015,8,18,283.0,0.382,9.25
150826,2015,8,26,280.0,0.32,9.12
150827,2015,8,27,272.0,0.32,9.38
150829,2015,8,29,275.0,0.227,10.06
150830,2015,8,30,272.0,0.289,9.94
150901,2015,9,1,279.0,0.32,10.66
150903,2015,9,3,270.0,0.32,9.64
150905,2015,9,5,270.0,0.382,10.1
150908,2015,9,8,269.0,0.351,10.03
150928,2015,9,28,268.0,0.289,10.02
151001,2015,10,1,259.0,0.32,9.17
151002,2015,10,2,275.0,0.32,10.06
151011,2015,10,11,271.0,0.289,10.21
151012,2015,10,12,267.0,0.289,10.25
151014,2015,10,14,266.0,0.227,10.05
151015,2015,10,15,270.0,0.196,10.07
151025,2015,10,25,259.0,0.134,9.03
151026,2015,10,26,254.0,0.103,10.52
151027,2015,10,27,262.0,0.227,9.85
151028,2015,10,28,253.0,0.196,10.07
151101,2015,11,1,257.0,0.072,10.84
151203,2015,12,3,246.0,0.227,9.86
151214,2015,12,14,251.0,0.165,10.12
151215,2015,12,15,245.0,0.134,9.44
151225,2015,12,25,245.0,0.289,10.54
160111,2016,1,11,241.0,0.289,10.66
160203,2016,2,3,232.0,0.227,9.74
160210,2016,2,10,244.0,0.134,10.71
160211,2016,2,11,245.0,0.165,9.9
160212,2016,2,12,236.0,0.072,10.7
160213,2016,2,13,245.0,0.165,10.23
160214,2016,2,14,240.0,0.196,9.87
160215,2016,2,15,236.0,0.103,9.81
160216,2016,2,16,248.0,0.196,10.36
160217,2016,2,17,240.0,0.32,9.4
160218,2016,2,18,256.0,0.258,9.95
160219,2016,2,19,248.0,0.289,10.21
160224,2016,2,24,242.0,0.227,9.75
160225,2016,2,25,243.0,0.196,9.01
160301,2016,3,1,252.0,0.289,10.33
160302,2016,3,2,248.0,0.32,10.28
160312,2016,3,12,238.0,0.134,9.51
160321,2016,3,21,241.0,0.196,10.21
160322,2016,3,22,240.0,0.196,10.29
160323,2016,3,23,254.0,0.196,9.51
160324,2016,3,24,239.0,0.196,10.1
160325,2016,3,25,254.0,0.32,10.91
160401,2016,4,1,258.0,0.289,9.64
160404,2016,4,4,238.0,0.196,10.04
160405,2016,4,5,235.0,0.289,9.91
160417,2016,4,17,258.0,0.32,9.83
160418,2016,4,18,238.0,0.444,9.7
160425,2016,4,25,243.0,0.258,9.12
160426,2016,4,26,258.0,0.289,9.97
160427,2016,4,27,244.0,0.258,10.19
160428,2016,4,28,242.0,0.382,10.46
160430,2016,4,30,236.0,0.196,10.39
160504,2016,5,4,249.0,0.32,10.79
160506,2016,5,6,248.0,0.289,9.89
160510,2016,5,10,261.0,0.32,10.27
160517,2016,5,17,249.0,0.382,10.79
160607,2016,6,7,265.0,0.258,9.54
160609,2016,6,9,265.0,0.258,9.54
160614,2016,6,14,262.0,0.382,10.06
160618,2016,6,18,267.0,0.258,10.42
160622,2016,6,22,266.0,0.289,10.06
160702,2016,7,2,263.0,0.382,9.71
160723,2016,7,23,272.0,0.32,9.74
160724,2016,7,24,275.0,0.32,9.11
160729,2016,7,29,269.0,0.32,9.37
160731,2016,7,31,269.0,0.289,10.13
160802,2016,8,2,272.0,0.32,9.75
160803,2016,8,3,275.0,0.382,9.79
160804,2016,8,4,268.0,0.382,9.26
160809,2016,8,9,282.0,0.444,9.3
160812,2016,8,12,276.0,0.382,9.06
160825,2016,8,25,277.0,0.505,9.5
160903,2016,9,3,270.0,0.32,10.06
160908,2016,9,8,269.0,0.444,10.22
160909,2016,9,9,264.0,0.444,10.66
160912,2016,9,12,266.0,0.505,9.18
160917,2016,9,17,269.0,0.413,9.66
160920,2016,9,20,268.0,0.382,9.62
160921,2016,9,21,255.0,0.382,10.33
160923,2016,9,23,258.0,0.505,9.57
161005,2016,10,5,262.0,0.505,9.18
161011,2016,10,11,264.0,0.475,9.48
161012,2016,10,12,266.0,0.475,9.7
161013,2016,10,13,263.0,0.475,10.22
161016,2016,10,16,262.0,0.475,9.91
161018,2016,10,18,255.0,0.444,9.84
161028,2016,10,28,263.0,0.691,10.47
161029,2016,10,29,261.0,0.783,10.1
161030,2016,10,30,254.0,0.691,9.8
161031,2016,10,31,250.0,0.752,10.64
170211,2017,2,11,246.0,0.629,9.84
170217,2017,2,17,246.0,0.505,9.98
170218,2017,2,18,250.0,0.413,9.77
170220,2017,2,20,245.0,0.444,9.81
170221,2017,2,21,244.0,0.382,9.28
170222,2017,2,22,245.0,0.382,10.01
170223,2017,2,23,249.0,0.444,10.59
170224,2017,2,24,245.0,0.444,9.26
170226,2017,2,26,247.0,0.876,9.28
170227,2017,2,27,250.0,0.444,9.11
170301,2017,3,1,254.0,0.536,9.93
170306,2017,3,6,258.0,0.536,10.15
170317,2017,3,17,254.0,0.444,9.47
