Date,year,month,day,ozone,AOD,RD
150111,2015,1,11,274.0,0.32,10.33
150116,2015,1,16,255.023,0.691,10.1
150207,2015,2,7,301.867,0.32,10.53
150209,2015,2,9,279.533,0.134,10.68
150210,2015,2,10,282.378,0.258,10.14
150218,2015,2,18,259.424,0.258,10.24
150220,2015,2,20,259.424,0.382,10.7
150221,2015,2,21,281.867,0.32,9.99
150221,2015,2,21,281.867,0.32,9.99
150303,2015,3,3,273.379,0.505,9.6
150312,2015,3,12,273.379,0.382,9.94
150323,2015,3,23,289.411,0.32,10.76
150324,2015,3,24,277.844,0.444,9.26
150327,2015,3,27,318.1,0.382,10.97
150328,2015,3,28,301.178,0.382,9.62
150329,2015,3,29,287.6,0.32,9.79
150330,2015,3,30,278.733,0.382,9.68
150402,2015,4,2,293.0,0.505,10.64
150428,2015,4,28,311.8,0.32,10.25
150501,2015,5,1,313.044,0.382,9.42
150507,2015,5,7,292.933,0.567,9.39
150509,2015,5,9,282.9,0.505,10.74
150525,2015,5,25,313.1,0.505,10.21
150626,2015,6,26,293.667,0.567,9.55
150706,2015,7,6,299.733,0.567,10.46
150710,2015,7,10,292.333,0.382,10.04
150711,2015,7,11,300.556,0.382,10.16
150712,2015,7,12,298.533,0.444,10.22
150713,2015,7,13,297.478,0.567,9.18
150714,2015,7,14,286.822,0.505,9.38
150715,2015,7,15,280.556,0.505,9.27
150719,2015,7,19,289.733,0.567,9.44
150721,2015,7,21,286.444,0.567,9.44
150723,2015,7,23,297.667,0.567,9.98
150727,2015,7,27,287.236,0.444,10.11
150728,2015,7,28,283.3,0.505,10.57
150729,2015,7,29,292.489,0.629,9.26
150731,2015,7,31,297.144,0.505,9.94
150802,2015,8,2,298.167,0.444,10.4
150804,2015,8,4,283.922,0.567,10.01
150805,2015,8,5,293.744,0.567,10.81
150806,2015,8,6,280.9,0.629,10.09
150807,2015,8,7,294.456,0.505,10.61
150808,2015,8,8,301.567,0.567,9.91
150809,2015,8,9,289.411,0.567,9.27
150810,2015,8,10,284.181,0.505,10.51
150811,2015,8,11,284.767,0.505,9.51
150813,2015,8,13,283.867,0.444,9.6
150818,2015,8,18,302.167,0.505,10.09
150826,2015,8,26,284.181,0.382,10.86
150827,2015,8,27,282.0,0.444,9.26
150829,2015,8,29,285.967,0.32,9.59
150830,2015,8,30,288.889,0.382,10.29
150901,2015,9,1,274.667,0.444,10.66
150903,2015,9,3,283.533,0.444,9.53
150905,2015,9,5,265.444,0.505,10.96
150908,2015,9,8,276.233,0.505,9.41
150928,2015,9,28,277.567,0.382,10.39
151001,2015,10,1,267.478,0.382,10.95
151002,2015,10,2,260.191,0.444,10.05
151011,2015,10,11,260.191,0.382,10.74
151012,2015,10,12,271.956,0.382,10.65
151014,2015,10,14,266.167,0.32,9.52
151015,2015,10,15,262.4,0.258,10.09
151025,2015,10,25,260.191,0.134,10.07
151026,2015,10,26,258.044,0.134,9.99
151027,2015,10,27,260.191,0.32,9.29
151028,2015,10,28,252.767,0.258,10.07
151101,2015,11,1,254.882,0.072,10.85
151203,2015,12,3,253.601,0.32,9.2
151214,2015,12,14,253.601,0.196,10.62
151215,2015,12,15,235.622,0.134,10.72
151225,2015,12,25,253.601,0.382,10.88
160111,2016,1,11,259.233,0.382,10.97
160203,2016,2,3,254.2,0.32,9.02
160210,2016,2,10,274.933,0.196,9.48
160211,2016,2,11,259.424,0.196,10.32
160212,2016,2,12,267.944,0.072,10.59
160213,2016,2,13,252.989,0.196,10.79
160214,2016,2,14,259.424,0.258,9.74
160215,2016,2,15,288.611,0.134,9.04
160216,2016,2,16,259.424,0.258,10.22
160217,2016,2,17,262.822,0.444,9.12
160218,2016,2,18,259.424,0.32,10.91
160219,2016,2,19,267.0,0.382,10.48
160224,2016,2,24,253.822,0.32,9.11
160225,2016,2,25,259.424,0.196,10.8
160301,2016,3,1,273.379,0.382,10.58
160302,2016,3,2,277.067,0.444,10.02
160312,2016,3,12,273.379,0.134,10.22
160321,2016,3,21,273.379,0.258,10.08
160322,2016,3,22,284.333,0.258,10.06
160323,2016,3,23,284.256,0.258,9.39
160324,2016,3,24,295.167,0.258,9.88
160325,2016,3,25,290.078,0.444,10.67
